代码,名称,最新价,涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日小单净流入-净占比,筛选维度,入选理由
300711,广哈通信,23.1,-0.5168,7133800.0,5.7533543645541565,-5.989979188709614,"A:机构锁仓,B:低位起爆","涨幅-0.5168%, 主力流入713万, 昨日流出-1473万 | 中盘锁仓(市值57.4亿): 主力5.7533543645541565%, 小单-5.989979188709614%"
000677,恒天海龙,4.54,0.0,8829700.000000002,5.745971010142316,-9.787679873387036,B:低位起爆,"涨幅0.0%, 主力流入883万, 昨日流出-2586万"
300661,圣邦股份,69.89,0.8805,82241999.99999999,5.7356353004307445,-5.875242736344298,"A:机构锁仓,B:低位起爆","中盘锁仓(市值414.3亿): 主力5.7356353004307445%, 小单-5.875242736344298% | 涨幅0.8805%, 主力流入8224万, 昨日流出-4682万"
600456,宝钛股份,38.4,1.346,86006000.00000001,5.715619335379456,-4.777033909696385,"A:机构锁仓,B:低位起爆","涨幅1.346%, 主力流入8601万, 昨日流出-2001万 | 中盘锁仓(市值183.5亿): 主力5.715619335379456%, 小单-4.777033909696385%"
002048,宁波华翔,30.05,4.0512,67596700.0,5.70119497254779,-5.065986747645593,A:机构锁仓,"中盘锁仓(市值213.3亿): 主力5.70119497254779%, 小单-5.065986747645593%"
002353,杰瑞股份,74.56,-0.7587,79130500.00000001,5.673548156714749,-4.091940986991489,"A:机构锁仓,B:低位起爆","大盘锁仓(市值516.9亿): 主力5.673548156714749%, 小单-4.091940986991489% | 涨幅-0.7587%, 主力流入7913万, 昨日流出-5882万"
002179,中航光电,36.05,3.6217,150236599.99999988,5.628541532422715,-4.664096238699321,A:机构锁仓,"大盘锁仓(市值750.1亿): 主力5.628541532422715%, 小单-4.664096238699321%"
688787,海天瑞声,113.11,-0.859,9918199.999999998,5.610866468952951,-6.218896079248232,A:机构锁仓,"中盘锁仓(市值68.2亿): 主力5.610866468952951%, 小单-6.218896079248232%"
300352,北信源,6.14,1.3201,20453400.0,5.596760414451309,0.04649053919716356,B:低位起爆,"涨幅1.3201%, 主力流入2045万, 昨日流出-1198万"
688717,,62.91,-2.9616,13673699.999999996,5.583235064498108,-11.715782029379389,A:机构锁仓,"中盘锁仓(市值61.6亿): 主力5.583235064498108%, 小单-11.715782029379389%"
002488,金固股份,8.93,1.4773,33165700.000000015,5.5506611801685395,-7.66293062585812,A:机构锁仓,"中盘锁仓(市值82.2亿): 主力5.5506611801685395%, 小单-7.66293062585812%"
688257,新锐股份,34.9,0.0,13643999.999999998,5.548237584886174,-3.3534224617064146,"A:机构锁仓,B:低位起爆","涨幅0.0%, 主力流入1364万, 昨日流出-3127万 | 中盘锁仓(市值88.1亿): 主力5.548237584886174%, 小单-3.3534224617064146%"
603013,亚普股份,24.59,3.5805,14583699.999999996,5.534289491827167,-5.273431781048563,A:机构锁仓,"中盘锁仓(市值126.0亿): 主力5.534289491827167%, 小单-5.273431781048563%"
002246,北化股份,17.63,1.9665,18056600.0,5.489104433517786,5.633015360205387,B:低位起爆,"涨幅1.9665%, 主力流入1806万, 昨日流出-1676万"
300917,特发服务,39.68,-0.7504,7567199.999999998,5.460308510028488,-5.434692568583039,"A:机构锁仓,B:低位起爆","中盘锁仓(市值67.1亿): 主力5.460308510028488%, 小单-5.434692568583039% | 涨幅-0.7504%, 主力流入757万, 昨日流出-2198万"
300775,三角防务,30.85,1.5805,48800200.00000001,5.458359797275157,-1.9737706059941653,B:低位起爆,"涨幅1.5805%, 主力流入4880万, 昨日流出-1935万"
603668,天马科技,16.93,3.106,24002900.000000007,5.386894644462947,-8.189402182438219,A:机构锁仓,"中盘锁仓(市值85.6亿): 主力5.386894644462947%, 小单-8.189402182438219%"
002487,大金重工,52.71,0.2472,42297100.0,5.37978529081807,-5.224155110927603,"A:机构锁仓,B:低位起爆","涨幅0.2472%, 主力流入4230万, 昨日流出-1101万 | 中盘锁仓(市值332.6亿): 主力5.37978529081807%, 小单-5.224155110927603%"
300066,三川智慧,6.33,0.6359,7250899.999999999,5.371556685409714,-0.44730253163750583,B:低位起爆,"涨幅0.6359%, 主力流入725万, 昨日流出-1366万"
600292,电投水电,12.89,1.3365,16940600.0,5.344725857676178,-6.584475350476813,A:机构锁仓,"中盘锁仓(市值100.6亿): 主力5.344725857676178%, 小单-6.584475350476813%"
601500,通用股份,4.88,-1.4141,14117100.0,5.321480168591228,-3.4860216652934937,A:机构锁仓,"中盘锁仓(市值77.3亿): 主力5.321480168591228%, 小单-3.4860216652934937%"
002358,森源电气,5.62,-0.1776,7048000.000000002,5.316174740732769,-7.1558668793035975,"A:机构锁仓,B:低位起爆","中盘锁仓(市值52.3亿): 主力5.316174740732769%, 小单-7.1558668793035975% | 涨幅-0.1776%, 主力流入705万, 昨日流出-1472万"
002669,康达新材,15.21,1.6032,15489100.00000001,5.315417913395915,-9.734300243785274,B:低位起爆,"涨幅1.6032%, 主力流入1549万, 昨日流出-3094万"
301076,新瀚新材,45.7,4.1714,42081200.00000001,5.31120019402493,-11.019201864481015,A:机构锁仓,"中盘锁仓(市值50.2亿): 主力5.31120019402493%, 小单-11.019201864481015%"
000505,京粮控股,9.01,1.009,55016099.999999985,5.272147387399948,-6.62079925942602,"A:机构锁仓,B:低位起爆","中盘锁仓(市值57.0亿): 主力5.272147387399948%, 小单-6.62079925942602% | 涨幅1.009%, 主力流入5502万, 昨日流出-6829万"
300573,兴齐眼药,68.87,0.4522,18175499.999999985,5.259908987874796,-3.9000392547712432,A:机构锁仓,"中盘锁仓(市值130.5亿): 主力5.259908987874796%, 小单-3.9000392547712432%"
300277,海联讯,13.19,2.8861,8446399.999999998,5.255383325565427,-8.043479163065271,B:低位起爆,"涨幅2.8861%, 主力流入845万, 昨日流出-815万"
301193,家联科技,22.75,0.7083,5657100.000000003,5.231660867412537,3.8846036791936434,B:低位起爆,"涨幅0.7083%, 主力流入566万, 昨日流出-964万"
000034,神州数码,39.24,2.0812,66004399.999999985,5.227259047670163,-1.5900341201160584,B:低位起爆,"涨幅2.0812%, 主力流入6600万, 昨日流出-4752万"
600602,云赛智联,18.79,4.505,40783299.99999999,5.194390181384559,-3.566479280002159,A:机构锁仓,"中盘锁仓(市值201.9亿): 主力5.194390181384559%, 小单-3.566479280002159%"
300709,精研科技,46.45,0.6719,24948000.0,5.185287815388174,-10.870481605346317,A:机构锁仓,"中盘锁仓(市值69.3亿): 主力5.185287815388174%, 小单-10.870481605346317%"
300747,锐科激光,27.25,1.3388,24028599.999999996,5.145275632436614,-3.3135535672730483,"A:机构锁仓,B:低位起爆","中盘锁仓(市值138.8亿): 主力5.145275632436614%, 小单-3.3135535672730483% | 涨幅1.3388%, 主力流入2403万, 昨日流出-10016万"
002092,中泰化学,4.8,1.0526,14592200.000000007,5.144786723712894,-3.037399269800754,A:机构锁仓,"中盘锁仓(市值123.6亿): 主力5.144786723712894%, 小单-3.037399269800754%"
301498,,66.4,-2.0649,14559000.000000004,5.124572843147228,-4.549637938140241,A:机构锁仓,"中盘锁仓(市值119.2亿): 主力5.124572843147228%, 小单-4.549637938140241%"
600707,彩虹股份,6.48,1.7268,30252399.999999996,5.117976121715664,-4.483211335903981,A:机构锁仓,"中盘锁仓(市值232.5亿): 主力5.117976121715664%, 小单-4.483211335903981%"
300777,中简科技,38.78,5.9852,99354900.00000006,5.117201542136101,-5.0948332379080234,A:机构锁仓,"中盘锁仓(市值164.3亿): 主力5.117201542136101%, 小单-5.0948332379080234%"
002350,北京科锐,8.4,0.5988,7318399.999999995,5.084519153749926,-11.36374468277155,B:低位起爆,"涨幅0.5988%, 主力流入732万, 昨日流出-1391万"
600513,联环药业,18.63,1.8033,13478800.000000004,5.05035383145089,-4.614778236512045,A:机构锁仓,"中盘锁仓(市值53.2亿): 主力5.05035383145089%, 小单-4.614778236512045%"
688386,泛亚微透,82.22,-2.119,20152400.000000007,5.011912257264569,-3.7758955680672917,A:机构锁仓,"中盘锁仓(市值74.8亿): 主力5.011912257264569%, 小单-3.7758955680672917%"
000636,风华高科,16.42,0.984,22888899.999999993,4.767763265548957,-4.845042653003953,B:低位起爆,"涨幅0.984%, 主力流入2289万, 昨日流出-5115万"
002059,云南旅游,5.37,0.0,5516599.999999998,4.700853910632664,-5.877899465278084,B:低位起爆,"涨幅0.0%, 主力流入552万, 昨日流出-988万"
002421,达实智能,2.9,1.7544,12675700.000000002,4.655519762941611,-0.2954760407146398,B:低位起爆,"涨幅1.7544%, 主力流入1268万, 昨日流出-926万"
688636,智明达,43.28,0.2548,15374200.0,4.573867046911697,-4.341844638598652,B:低位起爆,"涨幅0.2548%, 主力流入1537万, 昨日流出-946万"
000758,中色股份,6.53,0.4615,20599100.000000007,4.531103617374573,-0.17174952810783295,B:低位起爆,"涨幅0.4615%, 主力流入2060万, 昨日流出-3773万"
300008,天海防务,8.09,2.665,75017300.00000001,4.473858348652392,-9.172986137025552,B:低位起爆,"涨幅2.665%, 主力流入7502万, 昨日流出-18668万"
300807,天迈科技,54.94,1.1786,9101599.999999994,4.4554495043655065,-9.930479107580945,B:低位起爆,"涨幅1.1786%, 主力流入910万, 昨日流出-1063万"
301396,宏景科技,64.25,-0.4648,24211399.99999999,4.432472022677213,-5.521577818414211,B:低位起爆,"涨幅-0.4648%, 主力流入2421万, 昨日流出-3001万"
601609,金田股份,10.84,0.4634,20213500.0,4.342294871701314,-2.4380739202710933,B:低位起爆,"涨幅0.4634%, 主力流入2021万, 昨日流出-2439万"
000593,德龙汇能,11.7,0.9491,14336700.000000015,4.331602261510489,-1.095416459808212,B:低位起爆,"涨幅0.9491%, 主力流入1434万, 昨日流出-705万"
300846,首都在线,22.21,2.3502,69236800.00000004,4.275536913660435,0.3553849244638081,B:低位起爆,"涨幅2.3502%, 主力流入6924万, 昨日流出-13173万"
603101,汇嘉时代,9.85,-1.99,6412600.0,4.195423076450761,-11.873140209402287,B:低位起爆,"涨幅-1.99%, 主力流入641万, 昨日流出-541万"
300443,金雷股份,28.68,-0.3128,10781400.000000004,4.1892686343391095,-8.90030159633423,B:低位起爆,"涨幅-0.3128%, 主力流入1078万, 昨日流出-598万"
300922,天秦装备,23.44,2.4923,7775300.0,4.021404778117583,0.07535640762050598,B:低位起爆,"涨幅2.4923%, 主力流入778万, 昨日流出-1010万"
000733,振华科技,52.43,0.7107,39454000.000000015,3.979376786507341,-1.0008353504038554,B:低位起爆,"涨幅0.7107%, 主力流入3945万, 昨日流出-6895万"
002638,勤上股份,3.17,1.6026,5596599.999999998,3.8967728265134385,-5.909077287419436,B:低位起爆,"涨幅1.6026%, 主力流入560万, 昨日流出-2147万"
300123,亚光科技,8.27,1.348,40952200.00000002,3.725769160734694,-1.134374352477684,B:低位起爆,"涨幅1.348%, 主力流入4095万, 昨日流出-9306万"
300395,菲利华,107.62,3.2722,135240799.99999988,3.6541744455327643,-6.33291921312515,A:机构锁仓,"大盘锁仓(市值550.6亿): 主力3.6541744455327643%, 小单-6.33291921312515%"
300581,晨曦航空,16.73,1.6403,14062700.000000013,3.61605774847336,-0.08675843787714327,B:低位起爆,"涨幅1.6403%, 主力流入1406万, 昨日流出-2422万"
300360,炬华科技,17.69,0.3973,18369900.000000026,3.5821399985815323,0.11481630445265213,B:低位起爆,"涨幅0.3973%, 主力流入1837万, 昨日流出-1480万"
300570,太辰光,119.26,1.7143,90851099.99999994,3.5731011622790776,-3.109327292554761,B:低位起爆,"涨幅1.7143%, 主力流入9085万, 昨日流出-4943万"
002079,苏州固锝,9.67,0.9395,6396200.000000004,3.556633974515559,-6.255999164673113,B:低位起爆,"涨幅0.9395%, 主力流入640万, 昨日流出-956万"
300707,威唐工业,17.1,2.8262,9545099.999999993,3.537209911479254,-5.437537034931675,B:低位起爆,"涨幅2.8262%, 主力流入955万, 昨日流出-1158万"
000407,胜利股份,5.34,2.4952,28533000.0,3.5336132474010142,-7.341117745562626,B:低位起爆,"涨幅2.4952%, 主力流入2853万, 昨日流出-3130万"
688270,臻镭科技,128.14,-7.1449,242447200.0,3.4623470585668947,-2.1891111676155925,B:低位起爆,"涨幅-7.1449%, 主力流入24245万, 昨日流出-3452万"
600490,鹏欣资源,7.75,-1.6497,20310800.000000007,3.4580150875240663,-0.619098226695344,B:低位起爆,"涨幅-1.6497%, 主力流入2031万, 昨日流出-1199万"
300753,爱朋医疗,28.89,1.797,9503200.000000011,3.430262022646613,-2.0955814040193976,B:低位起爆,"涨幅1.797%, 主力流入950万, 昨日流出-1998万"
688109,品茗科技,134.18,-7.4621,14808499.999999994,3.409026035080708,-3.7572377230074427,B:低位起爆,"涨幅-7.4621%, 主力流入1481万, 昨日流出-1490万"
688682,霍莱沃,53.54,-4.3074,8336300.000000005,3.3856697093533574,-4.033659347594936,B:低位起爆,"涨幅-4.3074%, 主力流入834万, 昨日流出-734万"
605589,圣泉集团,28.76,-0.4844,17935399.999999996,3.377032445231705,-2.4658659583417952,B:低位起爆,"涨幅-0.4844%, 主力流入1794万, 昨日流出-2491万"
605196,华通线缆,32.9,-2.1998,12646000.000000007,3.3561636591833603,-2.2496328383230733,B:低位起爆,"涨幅-2.1998%, 主力流入1265万, 昨日流出-654万"
300589,江龙船艇,19.46,0.1544,42541100.00000001,3.2787757132521413,-5.609829395799068,B:低位起爆,"涨幅0.1544%, 主力流入4254万, 昨日流出-599万"
002941,新疆交建,16.51,0.9169,14361899.999999996,3.2498756645755753,0.26264844372073765,B:低位起爆,"涨幅0.9169%, 主力流入1436万, 昨日流出-4979万"
600966,博汇纸业,6.84,-0.5814,7127300.0,3.173782763380096,-3.8167061079521227,B:低位起爆,"涨幅-0.5814%, 主力流入713万, 昨日流出-683万"
300053,航宇微,18.6,2.1417,53725900.000000075,3.135908186619804,-3.454268307572269,B:低位起爆,"涨幅2.1417%, 主力流入5373万, 昨日流出-5591万"
603815,交建股份,7.63,-4.5056,7179399.999999994,3.1281240283705323,-4.507445731662259,B:低位起爆,"涨幅-4.5056%, 主力流入718万, 昨日流出-526万"
300670,大烨智能,6.69,-16.375,11580800.000000007,3.029808720563277,-7.4896249955033465,B:低位起爆,"涨幅-16.375%, 主力流入1158万, 昨日流出-2783万"
600478,科力远,6.86,-2.0,8618700.0,3.0181334149440175,-5.291880066205983,B:低位起爆,"涨幅-2.0%, 主力流入862万, 昨日流出-667万"
601126,四方股份,31.09,-3.4472,23311900.000000004,2.981094653445186,-2.1383742502947043,B:低位起爆,"涨幅-3.4472%, 主力流入2331万, 昨日流出-1973万"
300776,帝尔激光,61.48,0.853,9458400.000000006,2.8755863798676864,-7.69875441724958,B:低位起爆,"涨幅0.853%, 主力流入946万, 昨日流出-1955万"
603929,亚翔集成,94.36,-6.2028,36574899.99999997,2.86748805882195,-1.6527752438321692,B:低位起爆,"涨幅-6.2028%, 主力流入3657万, 昨日流出-3570万"
002195,岩山科技,6.97,1.4556,40119399.99999997,2.8596174366680343,-5.482585874311121,B:低位起爆,"涨幅1.4556%, 主力流入4012万, 昨日流出-2551万"
600570,恒生电子,30.2,0.7338,32466400.00000005,2.8356715993020343,-2.7880790896779377,B:低位起爆,"涨幅0.7338%, 主力流入3247万, 昨日流出-1923万"
301191,菲菱科思,116.15,-0.3346,18862399.999999996,2.820858820086786,-0.8875452182888205,B:低位起爆,"涨幅-0.3346%, 主力流入1886万, 昨日流出-5170万"
688630,芯碁微装,135.05,0.3567,13556899.999999987,2.7306711045465186,-2.555815821564656,B:低位起爆,"涨幅0.3567%, 主力流入1356万, 昨日流出-553万"
603023,威帝股份,5.28,-5.3763,7326799.999999999,2.6316305556774764,-3.0299597425320823,B:低位起爆,"涨幅-5.3763%, 主力流入733万, 昨日流出-1180万"
002374,中锐股份,3.79,0.7979,7930300.000000002,2.6190652447386733,-0.5859812950001683,B:低位起爆,"涨幅0.7979%, 主力流入793万, 昨日流出-533万"
002307,北新路桥,5.21,1.3619,6826299.999999992,2.605657198864038,-5.550080751974431,B:低位起爆,"涨幅1.3619%, 主力流入683万, 昨日流出-1106万"
300111,向日葵,6.39,0.4717,15285799.999999972,2.586069218098859,-1.3731249653178659,B:低位起爆,"涨幅0.4717%, 主力流入1529万, 昨日流出-8800万"
300476,胜宏科技,299.16,2.4556,282909099.99999976,2.5702212734608607,0.3367971762930701,B:低位起爆,"涨幅2.4556%, 主力流入28291万, 昨日流出-100311万"
300447,全信股份,17.86,-0.5568,6759700.0,2.5649722746255104,2.0505131403536816,B:低位起爆,"涨幅-0.5568%, 主力流入676万, 昨日流出-812万"
002951,金时科技,16.2,0.809,7751899.999999997,2.4991791644485026,-0.7196194240077308,B:低位起爆,"涨幅0.809%, 主力流入775万, 昨日流出-2304万"
301205,联特科技,171.6,1.2987,39574300.0,2.403977870309199,-0.8317454963410003,B:低位起爆,"涨幅1.2987%, 主力流入3957万, 昨日流出-11505万"
688707,振华新材,14.44,2.2663,7261999.999999996,2.378558654311476,-2.0104749011146654,B:低位起爆,"涨幅2.2663%, 主力流入726万, 昨日流出-1096万"
002602,世纪华通,17.56,2.5701,82228999.99999994,2.375828190104519,-1.0233232223948112,B:低位起爆,"涨幅2.5701%, 主力流入8223万, 昨日流出-8399万"
600487,亨通光电,24.95,-1.9646,63362600.00000002,2.367087623311366,-0.26044740562161506,B:低位起爆,"涨幅-1.9646%, 主力流入6336万, 昨日流出-838万"
002155,湖南黄金,21.26,-1.3915,27649300.00000004,2.355121324961808,-0.8967915772814422,B:低位起爆,"涨幅-1.3915%, 主力流入2765万, 昨日流出-5585万"
002453,华软科技,6.67,0.0,11054499.999999998,2.3540929334729928,-12.7472817360556,B:低位起爆,"涨幅0.0%, 主力流入1105万, 昨日流出-3760万"
603698,航天工程,37.11,-5.7883,50661900.00000002,2.323226123071941,-0.656999849299999,B:低位起爆,"涨幅-5.7883%, 主力流入5066万, 昨日流出-1062万"
300010,豆神教育,7.28,1.1111,12903099.999999959,2.306402840512471,-4.126253725923085,B:低位起爆,"涨幅1.1111%, 主力流入1290万, 昨日流出-10636万"
002805,丰元股份,18.33,-2.9131,27200899.999999985,2.2582035814632757,-12.552141368118575,B:低位起爆,"涨幅-2.9131%, 主力流入2720万, 昨日流出-6547万"
603978,深圳新星,29.28,-7.6632,21336600.0,2.213786131669202,-2.574958461109712,B:低位起爆,"涨幅-7.6632%, 主力流入2134万, 昨日流出-1149万"
601020,华钰矿业,27.41,0.4765,24942500.0,2.197199034895222,-2.3489526593279813,B:低位起爆,"涨幅0.4765%, 主力流入2494万, 昨日流出-4440万"
002281,光迅科技,70.8,1.7241,57103700.00000006,2.1957525657402996,-2.4001327379081743,B:低位起爆,"涨幅1.7241%, 主力流入5710万, 昨日流出-3837万"
000426,兴业银锡,36.79,2.8803,93135800.00000001,2.1912373288366696,-1.5823639704943813,B:低位起爆,"涨幅2.8803%, 主力流入9314万, 昨日流出-12676万"
002023,海特高新,13.57,1.42,9880200.00000001,2.1520970042183274,-5.539446544915883,B:低位起爆,"涨幅1.42%, 主力流入988万, 昨日流出-5266万"
300145,南方泵业,4.76,-1.6529,7314300.000000007,2.1415008226141103,-2.382783081738876,B:低位起爆,"涨幅-1.6529%, 主力流入731万, 昨日流出-1814万"
001288,运机集团,31.66,-4.8106,6477599.999999997,2.128736153610778,3.2585345392008866,B:低位起爆,"涨幅-4.8106%, 主力流入648万, 昨日流出-1537万"
688568,中科星图,54.41,2.0634,40720399.99999993,2.0983615137536145,-1.978670540973498,B:低位起爆,"涨幅2.0634%, 主力流入4072万, 昨日流出-9992万"
601168,西部矿业,26.59,-3.2035,38339999.999999925,2.091277694247363,-0.8838293719023822,B:低位起爆,"涨幅-3.2035%, 主力流入3834万, 昨日流出-6922万"
603990,麦迪科技,15.33,-6.3531,11437199.999999993,2.0784797211484607,-7.802949291340855,B:低位起爆,"涨幅-6.3531%, 主力流入1144万, 昨日流出-2107万"
600711,盛屯矿业,14.42,-2.8956,43623800.00000008,2.0349046209396886,1.203852368815863,B:低位起爆,"涨幅-2.8956%, 主力流入4362万, 昨日流出-9560万"
603773,沃格光电,31.8,-1.548,8457099.999999996,1.979932820973732,-5.440197341974543,B:低位起爆,"涨幅-1.548%, 主力流入846万, 昨日流出-521万"
600143,金发科技,19.03,1.8737,38195900.00000002,1.8229314565817012,-1.5585159787712641,B:低位起爆,"涨幅1.8737%, 主力流入3820万, 昨日流出-9954万"
002297,博云新材,12.33,-0.4843,34496699.99999995,1.8155993468326495,-2.531034972884851,B:低位起爆,"涨幅-0.4843%, 主力流入3450万, 昨日流出-11958万"
002025,航天电器,49.34,0.3662,27708500.00000006,1.7351572456813842,-0.6119969773289633,B:低位起爆,"涨幅0.3662%, 主力流入2771万, 昨日流出-6587万"
600577,精达股份,12.14,-1.9386,24914900.000000034,1.7195914167032966,-1.8208831081471195,B:低位起爆,"涨幅-1.9386%, 主力流入2491万, 昨日流出-881万"
600884,杉杉股份,13.47,-2.0364,12788699.99999999,1.71882306895627,-1.140868862420367,B:低位起爆,"涨幅-2.0364%, 主力流入1279万, 昨日流出-1136万"
603319,XD美湖股,37.12,-0.0808,7572299.999999995,1.6851335626851962,0.17571695008071747,B:低位起爆,"涨幅-0.0808%, 主力流入757万, 昨日流出-2702万"
300850,新强联,43.35,0.3705,7099999.999999996,1.619160637980488,-10.26684674956079,B:低位起爆,"涨幅0.3705%, 主力流入710万, 昨日流出-1909万"
688353,华盛锂电,113.79,-7.3522,29066699.99999998,1.4808601149503193,-0.7622837576305915,B:低位起爆,"涨幅-7.3522%, 主力流入2907万, 昨日流出-5166万"
000905,厦门港务,14.62,1.8106,17708899.999999985,1.449312200209747,-2.311817009405714,B:低位起爆,"涨幅1.8106%, 主力流入1771万, 昨日流出-13257万"
688503,聚和材料,62.65,0.5457,7836500.00000001,1.4288948708445166,-1.103730802296435,B:低位起爆,"涨幅0.5457%, 主力流入784万, 昨日流出-1129万"
300450,先导智能,50.53,-0.5902,60373000.00000003,1.2548029806432006,-0.959239545555747,B:低位起爆,"涨幅-0.5902%, 主力流入6037万, 昨日流出-20292万"
603933,睿能科技,25.67,2.7211,5985000.0,1.1129796213431333,0.17614273973871825,B:低位起爆,"涨幅2.7211%, 主力流入598万, 昨日流出-1191万"
002190,成飞集成,37.77,1.4777,6456299.999999992,1.1072845995605123,-1.9770354459820334,B:低位起爆,"涨幅1.4777%, 主力流入646万, 昨日流出-4155万"
603069,海汽集团,28.47,-6.287,17002499.99999998,1.1061456961086882,-0.3169682367893626,B:低位起爆,"涨幅-6.287%, 主力流入1700万, 昨日流出-5308万"
600392,盛和资源,21.52,-0.3704,7608400.000000002,0.8924287410183174,0.199601228719694,B:低位起爆,"涨幅-0.3704%, 主力流入761万, 昨日流出-2489万"
600699,均胜电子,29.73,-1.4911,11052800.000000024,0.7442438438946426,-0.6146435501822806,B:低位起爆,"涨幅-1.4911%, 主力流入1105万, 昨日流出-2660万"
000060,中金岭南,5.77,0.0,7934199.999999982,0.6850798301053813,2.4343034113347315,B:低位起爆,"涨幅0.0%, 主力流入793万, 昨日流出-2590万"
603799,华友钴业,65.12,-1.3333,27837399.999999907,0.6689980455727741,-0.19073512211962756,B:低位起爆,"涨幅-1.3333%, 主力流入2784万, 昨日流出-8325万"
603678,火炬电子,36.37,-0.5469,5248999.999999979,0.6360281976103742,-1.5833818378041629,B:低位起爆,"涨幅-0.5469%, 主力流入525万, 昨日流出-1323万"
601399,国机重装,4.86,-4.3307,7919199.999999992,0.5535153855305563,-0.057971216885424885,B:低位起爆,"涨幅-4.3307%, 主力流入792万, 昨日流出-7174万"
603920,世运电路,46.45,0.4324,7711600.000000035,0.39215547815642066,0.13976857354024327,B:低位起爆,"涨幅0.4324%, 主力流入771万, 昨日流出-1998万"
301358,湖南裕能,67.08,-5.4146,6069399.999999914,0.3069351528487989,-3.426018125847251,B:低位起爆,"涨幅-5.4146%, 主力流入607万, 昨日流出-5310万"
