symbol,name,market,breakout_date,key_level_type,key_level,breakout_price,current_price,breakout_vol_ratio,stand_days_above,min_close_ratio,trade_date,close,open,chg_pct,limit_pct,is_limit_up,limit_up_streak,up_streak,yang_streak,ret_3d,ret_5d,ret_10d,hard_stop,dist_to_key_pct,in_pullback_zone,vol_ratio_prev,vol_ratio_ma20,ext_to_ma20_pct,category,strategy_hint,detail
600227,赤天化,1,2026-02-24,MA60,2.5587,2.68,2.88,3.61,3,1.1178,2026-02-27,2.88,2.84,0.7,10.0,0,0,1,1,7.46,12.5,15.66,2.5075,12.56,0,0.491,1.908,9.92,等待回踩,不追高，等待回到关键位附近再评估,距MA60+12.6% | 连涨1天 | 连阳1天
002811,郑中设计,0,2026-02-24,MA60,14.8977,16.14,16.95,2.299,3,1.1378,2026-02-27,16.95,17.45,-2.98,10.0,0,0,0,0,5.02,15.38,18.45,14.5997,13.78,0,0.679,1.933,9.64,等待回踩,不追高，等待回到关键位附近再评估,距MA60+13.8%
603871,嘉友国际,1,2026-02-24,MA60,13.6745,14.66,15.6,1.629,3,1.1028,2026-02-27,15.6,15.15,3.38,10.0,0,0,4,1,6.41,9.78,12.31,13.401,14.08,0,1.164,1.275,11.13,等待回踩,不追高，等待回到关键位附近再评估,距MA60+14.1% | 连涨4天 | 连阳1天
601390,中国中铁,1,2026-02-24,MA60,5.4922,6.05,6.3,2.111,3,1.1198,2026-02-27,6.3,6.18,2.44,10.0,0,0,1,1,4.13,11.9,13.11,5.3823,14.71,0,1.107,0.875,10.54,等待回踩,不追高，等待回到关键位附近再评估,距MA60+14.7% | 连涨1天 | 连阳1天
000039,中集集团,0,2026-02-24,High60,11.75,12.06,13.5,1.574,3,1.0494,2026-02-27,13.5,13.18,-0.15,10.0,0,0,0,4,11.94,17.29,19.57,11.515,14.89,0,0.757,1.087,23.2,等待回踩,不追高，等待回到关键位附近再评估,距High60+14.9% | 超涨 | 连阳4天
002136,安纳达,0,2026-02-24,MA60,12.6328,14.04,14.54,1.998,3,1.132,2026-02-27,14.54,14.27,1.68,10.0,0,0,1,4,3.56,12.8,12.71,12.3802,15.1,0,1.081,1.931,8.91,等待回踩,不追高，等待回到关键位附近再评估,距MA60+15.1% | 连涨1天 | 连阳4天
301217,铜冠铜箔,0,2026-02-24,High60,41.05,44.95,47.45,2.155,3,1.1559,2026-02-27,47.45,48.5,-4.81,20.0,0,0,0,0,5.56,28.38,58.59,40.229,15.59,0,0.82,1.27,33.5,等待回踩,不追高，等待回到关键位附近再评估,距High60+15.6% | 超涨
000791,甘肃能源,0,2026-02-24,MA60,6.6572,6.8,7.71,1.744,3,1.0335,2026-02-27,7.71,7.2,7.83,10.0,0,0,4,4,13.38,13.88,16.11,6.524,15.82,0,2.961,4.581,13.03,等待回踩,不追高，等待回到关键位附近再评估,距MA60+15.8% | 连涨4天 | 连阳4天
000988,华工科技,0,2026-02-24,MA60,77.4227,82.42,89.86,1.765,3,1.1121,2026-02-27,89.86,86.82,1.48,10.0,0,0,4,4,9.03,17.25,20.41,75.8742,16.06,0,0.955,1.824,14.48,等待回踩,不追高，等待回到关键位附近再评估,距MA60+16.1% | 连涨4天 | 连阳4天
603002,宏昌电子,1,2026-02-24,High60,9.92,10.59,11.54,2.144,3,1.1633,2026-02-27,11.54,11.81,-5.33,10.0,0,0,0,0,8.97,19.96,24.76,9.7216,16.33,0,0.827,1.452,19.27,等待回踩,不追高，等待回到关键位附近再评估,距High60+16.3% | 超涨
688170,德龙激光,1,2026-02-24,High60,43.5,46.36,50.63,2.162,3,1.1639,2026-02-27,50.63,51.95,-3.53,20.0,0,0,0,0,9.21,22.74,27.28,42.63,16.39,0,0.924,1.518,20.4,等待回踩,不追高，等待回到关键位附近再评估,距High60+16.4% | 高位放量
301281,科源制药,0,2026-02-24,High60,38.88,39.27,45.3,1.961,3,1.0756,2026-02-27,45.3,42.74,5.96,20.0,0,0,5,5,15.36,23.03,36.57,38.1024,16.51,0,1.173,1.368,28.42,等待回踩,不追高，等待回到关键位附近再评估,距High60+16.5% | 超涨 | 连涨5天 | 连阳5天
600110,诺德股份,1,2026-02-24,MA60,7.1708,7.43,8.39,3.565,3,1.1393,2026-02-27,8.39,8.22,0.84,10.0,0,0,5,6,12.92,23.75,26.55,7.0274,17.0,0,0.591,2.063,18.21,等待回踩,不追高，等待回到关键位附近再评估,距MA60+17.0% | 高位放量 | 连涨5天 | 连阳6天
002312,川发龙蟒,0,2026-02-24,MA60,11.5607,12.76,13.68,2.012,3,1.1781,2026-02-27,13.68,13.44,0.44,10.0,0,0,1,1,7.21,16.03,18.44,11.3295,18.33,0,0.545,1.444,11.14,等待回踩,不追高，等待回到关键位附近再评估,距MA60+18.3% | 连涨1天 | 连阳1天
688033,天宜新材,1,2026-02-24,High60,10.15,10.68,12.1,1.565,3,1.0335,2026-02-27,12.1,11.0,7.46,20.0,0,0,2,2,13.3,23.72,51.06,9.947,19.21,0,1.365,1.771,33.74,等待回踩,不追高，等待回到关键位附近再评估,距High60+19.2% | 高位放量 | 连涨2天 | 连阳2天
002283,天润工业,0,2026-02-24,High60,9.26,10.07,11.14,1.82,3,1.0853,2026-02-27,11.14,10.88,0.72,10.0,0,0,2,2,10.63,25.88,36.02,9.0748,20.3,0,1.133,1.101,33.23,等待回踩,不追高，等待回到关键位附近再评估,距High60+20.3% | 超涨 | 连涨2天 | 连阳2天
300505,川金诺,0,2026-02-24,High60,30.35,31.08,36.77,2.144,3,1.2049,2026-02-27,36.77,36.01,0.55,20.0,0,0,1,1,18.31,31.27,34.59,29.743,21.15,0,0.588,1.862,24.07,等待回踩,不追高，等待回到关键位附近再评估,距High60+21.2% | 高位放量 | 连涨1天 | 连阳1天
300303,聚飞光电,0,2026-02-24,High60,7.57,7.82,9.22,1.967,3,1.0238,2026-02-27,9.22,9.19,-0.86,20.0,0,0,0,2,17.9,23.59,30.59,7.4186,21.8,0,0.997,3.601,23.11,等待回踩,不追高，等待回到关键位附近再评估,距High60+21.8% | 高位放量 | 连阳2天
688800,瑞可达,1,2026-02-24,MA60,81.199,94.0,105.35,2.871,3,1.2003,2026-02-27,105.35,102.0,-0.06,20.0,0,0,0,2,12.07,28.01,32.18,79.575,29.74,0,0.633,1.797,19.78,等待回踩,不追高，等待回到关键位附近再评估,距MA60+29.7% | 高位放量 | 连阳2天
002008,大族激光,0,2026-02-24,High60,55.26,58.83,72.3,1.64,3,1.1469,2026-02-27,72.3,69.72,3.7,10.0,0,0,6,6,22.9,36.13,47.7,54.1548,30.84,0,1.585,2.078,34.94,等待回踩,不追高，等待回到关键位附近再评估,距High60+30.8% | 高位放量 | 连涨6天 | 连阳6天
301580,爱迪特,0,2026-02-24,High60,66.0,69.52,87.0,2.657,3,1.1485,2026-02-27,87.0,76.8,14.25,20.0,0,0,4,10,25.14,36.58,71.53,64.68,31.82,0,1.868,2.41,47.99,等待回踩,不追高，等待回到关键位附近再评估,距High60+31.8% | 高位放量 | 连涨4天 | 连阳10天
605289,罗曼股份,1,2026-02-24,High60,89.98,98.98,123.9,1.948,3,1.21,2026-02-27,123.9,117.99,5.73,10.0,0,0,10,10,25.18,51.47,78.27,88.1804,37.7,0,0.759,1.521,50.86,等待回踩,不追高，等待回到关键位附近再评估,距High60+37.7% | 高位放量 | 连涨10天 | 连阳10天
300739,明阳电路,0,2026-02-24,High60,23.1,25.03,32.31,2.24,3,1.2684,2026-02-27,32.31,32.7,-8.11,20.0,0,0,0,0,29.09,48.55,64.01,22.638,39.87,0,0.829,2.375,45.54,等待回踩,不追高，等待回到关键位附近再评估,距High60+39.9% | 高位放量
301015,百洋医药,0,2026-02-24,MA60,23.5408,24.21,23.79,2.424,3,1.0106,2026-02-27,23.79,23.84,-0.46,20.0,0,0,0,0,-1.73,0.59,-0.59,23.07,1.06,0,0.667,0.805,-0.07,中性观察,观察回踩结构与量能变化,距MA601.1%
002169,智光电气,0,2026-02-24,High60,15.3,15.6,15.47,1.571,3,1.0111,2026-02-27,15.47,16.29,-5.96,10.0,0,0,0,0,-0.83,11.21,19.09,14.994,1.11,0,1.013,1.21,13.14,中性观察,观察回踩结构与量能变化,距High601.1%
688512,慧智微-U,1,2026-02-24,High60,12.68,12.75,12.84,1.693,2,0.9992,2026-02-27,12.84,12.85,-1.98,20.0,0,0,0,0,0.71,6.29,11.75,12.4264,1.26,0,0.609,0.876,5.65,中性观察,观察回踩结构与量能变化,距High601.3%
688151,华强科技,1,2026-02-24,High60,22.5,22.91,22.82,3.677,3,1.0036,2026-02-27,22.82,22.93,-0.48,20.0,0,0,0,0,-0.39,5.99,5.65,22.05,1.42,0,0.998,1.397,5.05,中性观察,观察回踩结构与量能变化,距High601.4%
300831,派瑞股份,0,2026-02-24,High60,15.0,15.69,15.22,1.789,3,1.0147,2026-02-27,15.22,15.31,-1.04,20.0,0,0,0,0,-3.0,6.43,10.37,14.7,1.47,0,1.063,1.009,8.51,中性观察,观察回踩结构与量能变化,距High601.5%
300745,欣锐科技,0,2026-02-24,MA60,27.242,28.69,27.66,1.688,3,1.0029,2026-02-27,27.66,27.23,1.24,20.0,0,0,1,1,-3.59,4.54,7.58,26.6972,1.53,0,1.279,0.828,1.61,中性观察,观察回踩结构与量能变化,距MA601.5% | 连涨1天 | 连阳1天
301125,腾亚精工,0,2026-02-24,High60,23.5,23.68,23.91,1.637,3,1.0098,2026-02-27,23.91,23.65,0.76,20.0,0,0,1,1,0.97,6.84,11.21,23.03,1.74,0,0.912,0.566,9.53,中性观察,观察回踩结构与量能变化,距High601.7% | 连涨1天 | 连阳1天
300862,蓝盾光电,0,2026-02-24,MA60,24.3643,25.35,24.79,2.681,3,1.0138,2026-02-27,24.79,24.68,0.04,20.0,0,0,2,2,-2.21,5.49,8.16,23.877,1.75,0,0.715,0.709,4.32,中性观察,观察回踩结构与量能变化,距MA601.7% | 连涨2天 | 连阳2天
000096,广聚能源,0,2026-02-24,MA60,10.756,11.11,10.96,1.922,3,1.0022,2026-02-27,10.96,10.85,1.67,10.0,0,0,1,1,-1.35,1.86,-1.08,10.5409,1.9,0,0.736,0.637,-1.06,中性观察,观察回踩结构与量能变化,距MA601.9% | 连涨1天 | 连阳1天
603076,乐惠国际,1,2026-02-24,High60,26.59,27.18,27.11,2.821,3,1.0008,2026-02-27,27.11,27.02,-0.11,10.0,0,0,0,2,-0.26,4.47,9.4,26.0582,1.96,0,0.816,0.873,7.1,中性观察,观察回踩结构与量能变化,距High602.0% | 连阳2天
600765,中航重机,1,2026-02-24,High60,21.1,21.45,21.53,2.275,3,1.0204,2026-02-27,21.53,21.47,-0.42,10.0,0,0,0,1,0.37,8.79,10.18,20.678,2.04,0,0.734,0.756,8.12,中性观察,观察回踩结构与量能变化,距High602.0% | 连阳1天
300247,融捷健康,0,2026-02-24,MA60,5.0803,5.29,5.19,1.874,3,1.0216,2026-02-27,5.19,5.22,-1.14,20.0,0,0,0,0,-1.89,1.76,1.96,4.9787,2.16,0,1.155,0.92,0.48,中性观察,观察回踩结构与量能变化,距MA602.2%
300219,鸿利智汇,0,2026-02-24,High60,7.84,8.0,8.02,1.839,3,1.0128,2026-02-27,8.02,8.08,-2.08,20.0,0,0,0,0,0.25,5.11,5.53,7.6832,2.3,0,0.752,1.356,3.82,中性观察,观察回踩结构与量能变化,距High602.3%
603688,石英股份,1,2026-02-24,High60,47.88,48.71,49.05,2.242,3,1.0244,2026-02-27,49.05,48.88,-1.76,10.0,0,0,0,4,0.7,3.33,20.99,46.9224,2.44,0,0.915,1.133,13.7,中性观察,观察回踩结构与量能变化,距High602.4% | 连阳4天
603005,晶方科技,1,2026-02-24,High60,33.26,34.1,34.09,2.013,3,1.0138,2026-02-27,34.09,34.5,-3.21,10.0,0,0,0,0,-0.03,5.77,14.94,32.5948,2.5,0,0.713,1.127,7.62,中性观察,观察回踩结构与量能变化,距High602.5%
603167,渤海轮渡,1,2026-02-24,MA60,9.5775,9.81,9.82,1.503,3,1.0211,2026-02-27,9.82,9.8,0.2,10.0,0,0,2,1,0.1,1.97,2.51,9.3859,2.53,0,0.907,0.773,2.16,中性观察,观察回踩结构与量能变化,距MA602.5% | 连涨2天 | 连阳1天
300319,麦捷科技,0,2026-02-24,High60,13.14,13.32,13.48,2.46,3,1.0259,2026-02-27,13.48,13.6,-1.96,20.0,0,0,0,0,1.2,5.89,11.77,12.8772,2.59,0,0.755,1.102,6.45,中性观察,观察回踩结构与量能变化,距High602.6%
600241,时代万恒,1,2026-02-24,MA60,8.632,8.89,8.86,1.815,3,1.0264,2026-02-27,8.86,8.85,-0.56,10.0,0,0,0,1,-0.34,3.14,3.75,8.4594,2.64,0,0.91,0.638,2.8,中性观察,观察回踩结构与量能变化,距MA602.6% | 连阳1天
600148,长春一东,1,2026-02-24,MA120,20.2734,21.11,20.83,2.48,3,1.0275,2026-02-27,20.83,20.97,-1.37,10.0,0,0,0,0,-1.33,3.48,1.66,19.8679,2.75,0,1.139,0.947,0.57,中性观察,观察回踩结构与量能变化,距MA1202.7%
300749,顶固集创,0,2026-02-24,High60,31.23,34.39,32.23,1.548,3,1.032,2026-02-27,32.23,33.24,-1.1,20.0,0,0,0,0,-6.28,17.41,71.71,30.6054,3.2,0,0.787,0.905,43.04,中性观察,观察回踩结构与量能变化,距High603.2% | 超涨
605208,永茂泰,1,2026-02-24,MA60,13.404,13.82,13.84,2.271,3,1.0198,2026-02-27,13.84,13.51,1.24,10.0,0,0,1,1,0.14,6.63,6.54,13.1359,3.25,0,0.887,0.676,1.48,中性观察,观察回踩结构与量能变化,距MA603.3% | 连涨1天 | 连阳1天
000902,新洋丰,0,2026-02-24,High60,17.72,17.96,18.3,1.517,3,1.0135,2026-02-27,18.3,17.94,1.67,10.0,0,0,2,2,1.89,7.65,11.11,17.3656,3.27,0,0.61,1.208,6.97,中性观察,观察回踩结构与量能变化,距High603.3% | 连涨2天 | 连阳2天
002476,宝莫股份,0,2026-02-24,MA60,6.5268,6.67,6.76,1.781,3,1.0204,2026-02-27,6.76,6.67,1.2,10.0,0,0,2,1,1.35,8.51,7.3,6.3963,3.57,0,1.185,0.95,3.61,中性观察,观察回踩结构与量能变化,距MA603.6% | 连涨2天 | 连阳1天
300055,万邦达,0,2026-02-24,High60,8.74,8.97,9.07,1.846,3,1.0229,2026-02-27,9.07,9.0,1.45,20.0,0,0,1,1,1.11,7.72,22.57,8.5652,3.78,0,0.829,0.807,10.38,中性观察,观察回踩结构与量能变化,距High603.8% | 连涨1天 | 连阳1天
300230,永利股份,0,2026-02-24,High60,5.27,5.3,5.47,1.701,3,1.0228,2026-02-27,5.47,5.43,0.18,20.0,0,0,4,4,3.21,6.84,7.47,5.1646,3.8,0,0.654,1.21,5.02,中性观察,观察回踩结构与量能变化,距High603.8% | 连涨4天 | 连阳4天
002743,富煌钢构,0,2026-02-24,MA120,5.678,5.98,5.91,1.629,3,1.0391,2026-02-27,5.91,5.9,0.17,10.0,0,0,1,1,-1.17,4.05,2.6,5.5644,4.09,0,1.004,0.684,1.67,中性观察,观察回踩结构与量能变化,距MA1204.1% | 连涨1天 | 连阳1天
600742,富维股份,1,2026-02-24,High60,10.4,10.63,10.83,3.814,3,1.0327,2026-02-27,10.83,10.73,0.84,10.0,0,0,1,1,1.88,8.41,12.0,10.192,4.13,0,0.761,1.398,8.23,中性观察,观察回踩结构与量能变化,距High604.1% | 连涨1天 | 连阳1天
002205,国统股份,0,2026-02-24,MA60,14.2482,15.16,14.85,2.939,3,1.0394,2026-02-27,14.85,14.82,0.27,10.0,0,0,1,1,-2.04,3.12,0.95,13.9632,4.22,0,0.765,0.881,2.65,中性观察,观察回踩结构与量能变化,距MA604.2% | 连涨1天 | 连阳1天
300135,宝利国际,0,2026-02-24,MA60,4.0185,4.2,4.19,1.578,3,1.0352,2026-02-27,4.19,4.15,0.72,20.0,0,0,1,1,-0.24,4.23,3.97,3.9381,4.27,0,0.781,0.685,2.34,中性观察,观察回踩结构与量能变化,距MA604.3% | 连涨1天 | 连阳1天
300099,尤洛卡,0,2026-02-24,High60,8.75,8.82,9.13,1.53,3,1.0091,2026-02-27,9.13,8.8,3.05,20.0,0,0,7,7,3.51,9.74,10.8,8.575,4.34,0,1.106,1.079,8.35,中性观察,观察回踩结构与量能变化,距High604.3% | 连涨7天 | 连阳7天
000553,安道麦A,0,2026-02-24,MA60,5.9687,6.19,6.23,1.58,3,1.0337,2026-02-27,6.23,6.18,0.97,10.0,0,0,1,1,0.65,3.66,3.83,5.8493,4.38,0,0.889,0.796,1.77,中性观察,观察回踩结构与量能变化,距MA604.4% | 连涨1天 | 连阳1天
603272,联翔股份,1,2026-02-24,High60,23.93,25.14,24.98,1.753,3,1.0439,2026-02-27,24.98,25.36,-1.46,10.0,0,0,0,0,-0.64,8.33,10.09,23.4514,4.39,0,0.604,0.706,8.87,中性观察,观察回踩结构与量能变化,距High604.4%
688178,万德斯,1,2026-02-24,MA60,24.8713,25.75,25.97,2.326,3,1.0341,2026-02-27,25.97,25.72,0.97,20.0,0,0,1,1,0.85,5.14,3.47,24.3739,4.42,0,0.923,1.189,2.98,中性观察,观察回踩结构与量能变化,距MA604.4% | 连涨1天 | 连阳1天
002418,康盛股份,0,2026-02-24,MA60,4.7742,4.97,4.99,2.204,3,1.0326,2026-02-27,4.99,4.98,-0.8,10.0,0,0,0,2,0.4,3.74,9.19,4.6787,4.52,0,0.632,1.075,4.06,中性观察,观察回踩结构与量能变化,距MA604.5% | 连阳2天
000801,四川九洲,0,2026-02-24,MA60,16.5558,17.25,17.31,2.381,3,1.0347,2026-02-27,17.31,17.14,0.35,10.0,0,0,2,2,0.35,4.59,10.11,16.2247,4.56,0,0.69,0.798,6.67,中性观察,观察回踩结构与量能变化,距MA604.6% | 连涨2天 | 连阳2天
002875,安奈儿,0,2026-02-24,High60,18.38,19.05,19.23,3.329,3,1.043,2026-02-27,19.23,19.39,-0.93,10.0,0,0,0,0,0.94,11.16,10.14,18.0124,4.62,0,0.687,1.147,9.25,中性观察,观察回踩结构与量能变化,距High604.6%
605068,明新旭腾,1,2026-02-24,MA60,27.3422,28.12,28.63,1.552,3,1.0277,2026-02-27,28.63,28.3,1.89,10.0,0,0,1,1,1.81,8.9,4.95,26.7953,4.71,0,0.824,0.709,4.09,中性观察,观察回踩结构与量能变化,距MA604.7% | 连涨1天 | 连阳1天
601798,蓝科高新,1,2026-02-24,MA120,9.5183,9.85,9.97,2.173,3,1.0275,2026-02-27,9.97,9.85,1.01,10.0,0,0,2,2,1.22,4.29,5.39,9.328,4.75,0,0.851,0.882,3.33,中性观察,观察回踩结构与量能变化,距MA1204.7% | 连涨2天 | 连阳2天
601022,宁波远洋,1,2026-02-24,MA60,9.4075,9.73,9.87,1.684,3,1.0375,2026-02-27,9.87,9.76,1.13,10.0,0,0,1,4,1.44,2.49,3.03,9.2194,4.92,0,0.786,0.648,1.84,中性观察,观察回踩结构与量能变化,距MA604.9% | 连涨1天 | 连阳4天
301489,思泉新材,0,2026-02-24,MA60,180.0068,189.1,189.0,1.967,2,0.9959,2026-02-27,189.0,187.99,-2.61,20.0,0,0,0,2,-0.05,5.59,24.11,176.4067,5.0,0,0.603,1.087,12.2,中性观察,观察回踩结构与量能变化,距MA605.0% | 连阳2天
