ts_code,name,industry,close,pct_chg,limit_times,open_times,fd_amount,first_time,last_time,theme,status,lu_desc,turnover_rate,volume_ratio,circ_mv,mf_net_amount,mf_buy_elg_amount,mf_buy_lg_amount,score,asof_trade_date,prev_open_trade_date,run_at,trade_date,turnover_rate_db,volume_ratio_db,total_mv,circ_mv_db,free_share,float_share,trade_date_mf,mf_net_amount_mf,mf_net_amount_rate,mf_buy_elg_amount_mf,mf_buy_elg_amount_rate,mf_buy_lg_amount_mf,mf_buy_lg_amount_rate,today_trade_date,today_up_limit,today_down_limit,prev_limit_trade_date,prev_limit_times,prev_open_times,prev_fd_amount,prev_first_time,prev_last_time,prev_limit_flag,prev_margin_trade_date,rzye,rzmre,rzche,rqye,rqyl,rqmcl,rzrqye,prev_lhb_trade_date,lhb_turnover_rate,lhb_amount,lhb_net_amount,lhb_net_rate,lhb_amount_rate,lhb_reason,rt_servertime,rt_price,rt_last_close,rt_gap_pct,rt_high,rt_low,rt_pos_in_range,rt_speed_pct,rt_spread_bp,rt_imbalance,rt_bid1,rt_ask1,rt_bid_value,rt_ask_value,rt_bid_vol_5,rt_ask_vol_5,rt_vol_hand,rt_amount_yuan,rt_vwap,rt_above_vwap_pct,rt_b_vol_hand,rt_s_vol_hand,rt_b_ratio,mbar_last_dt,mret_n,mret_5,mret_15,mvol_ratio_5,mtrend_score,mbar_n,moneyflow_source,tail_score,pass_spread,pass_imbalance,pass_vwap,pass_momentum,near_down_limit,decision
001209.SZ,洪兴股份,服装家纺,32.52,10.01,3,0,389252530.0,102039,102039,服装家纺、谷子经济,3连板,服装家纺,20.8584,2.03,312499.7563,9535.74,15447.71,-5911.97,73.27272727272727,20260302,20260227,2026-03-02 14:51:58,20260227,20.8584,2.03,427711.8854,312499.7563,4028.7859,9609.4636,20260227,9535.74,16.3,15447.71,26.41,-5911.97,-10.11,20260302,35.77,29.27,20260227,3.0,0,389252530.0,102039,102039,U,,,,,,,,,20260227,20.86,585010777.0,14302453.84,2.44,32.45,日振幅值达到15%的前5只证券,14:51:13.044,29.27,32.52,-9.993849938499395,34.99,29.27,0.0,0.0,,0.0,0.0,29.27,0.0,6089.87,0.0,208.0,257172.0,789728640.0,30.708189071905185,-4.9135260399903835,161833.0,95340.0,0.6292792372420014,2026-03-02 14:13,1.674069012640936,0.5065856129685989,1.6393442622950833,0.3595698211274225,-0.034482758620689655,40,moneyflow_dc,61.49,False,False,False,True,True,AVOID
002378.SZ,章源钨业,小金属,40.6,10.0,3,0,258991987.0,93636,93636,金属钨、有色金属,7天5板,有色金属,3.3429,0.4,4852192.7581,6659.31,8951.31,-2292.0,61.61363636363636,20260302,20260227,2026-03-02 14:51:58,20260227,3.3429,0.4,4877755.724,4852192.7581,51358.7166,119512.1369,20260227,6659.31,4.19,8951.31,5.63,-2292.0,-1.44,20260302,44.66,36.54,20260227,3.0,0,258991987.0,93636,93636,U,20260227,1038754787.0,191495766.0,204296656.0,18745020.0,461700.0,800.0,1057499807.0,20260227,3.34,5245319412.0,50660299.63,0.97,33.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,14:51:04.332,43.79,40.6,7.857142857142851,44.66,42.0,0.6729323308270682,0.0046,2.283626398720715,2.0758704148347795,43.79,43.8,43193.3,20807.32,987.0,475.0,1418075.0,6180833280.0,43.58608169525589,0.46567322389611127,717963.0,700112.0,0.5062940958694004,2026-03-02 14:13,0.732097918096546,0.2504553734061918,0.5480703356930852,0.6454486460975755,-0.16666666666666666,40,moneyflow_dc,89.18,True,True,True,True,False,BUY
600549.SH,厦门钨业,小金属,70.15,10.0,1,0,218425002.0,132354,132354,金属钨、有色金属,首板,有色金属,5.6062,1.17,10900832.8397,54436.56,77736.63,-23300.07,70.56818181818181,20260302,20260227,2026-03-02 14:51:58,20260227,5.6062,1.17,11136914.5694,10900832.8397,97847.5624,155393.198,20260227,54436.56,9.11,77736.63,13.0,-23300.07,-3.9,20260302,77.17,63.14,20260227,1.0,0,218425002.0,132354,132354,U,20260227,3345583999.0,593545519.0,684160548.0,43864795.0,625300.0,28200.0,3389448794.0,,,,,,,,14:50:45.576,75.05,70.15,6.985032074126858,76.26,70.91,0.7738317757009334,0.0004,1.3324450366410268,2.5990606542069425,75.04,75.05,78241.94,30103.93,1043.0,401.0,993148.0,7376650752.0,74.27544285443861,1.032054824199052,503442.0,489707.0,0.5069153842126249,2026-03-02 14:13,-0.2400000000000091,-0.31974420463630304,-0.2931769722814673,0.606121166415284,0.15789473684210525,40,moneyflow_dc,100.0,True,True,True,False,False,WATCH
002655.SZ,共达电声,消费电子,17.12,10.03,1,0,138660016.0,110851,110851,AI眼镜、端侧AI,首板,端侧AI,14.2473,1.12,619389.8728,23325.34,19207.71,4117.63,63.25,20260302,20260227,2026-03-02 14:51:58,20260227,14.2473,1.12,619559.2324,619389.8728,31494.5135,36179.315,20260227,23325.34,27.6,19207.71,22.73,4117.63,4.87,20260302,18.83,15.41,20260227,1.0,0,138660016.0,110851,110851,U,,,,,,,,,,,,,,,,14:51:19.968,17.73,17.12,3.563084112149529,18.45,16.75,0.5764705882352946,0.0011,5.640157924422766,1.0197875751634413,17.72,17.73,12441.49,12200.080000000002,703.0,687.0,774966.0,1383245184.0,17.84910801248055,-0.671788000454308,417510.0,357457.0,0.5387462159630229,2026-03-02 14:13,0.2252252252252204,0.1124859392575904,0.5081874647092031,1.2287489288774636,-0.2903225806451613,40,moneyflow_dc,94.06,True,False,False,True,False,WATCH
002261.SZ,拓维信息,软件开发,36.52,10.0,1,0,464133191.0,93409,93409,AI应用、DeepSeek,首板,AI应用,8.1717,1.79,4183922.1302,156876.3,185254.08,-28377.78,73.61363636363636,20260302,20260227,2026-03-02 14:51:58,20260227,8.1717,1.79,4600904.543,4183922.1302,102798.276,114565.2281,20260227,156876.3,46.67,185254.08,55.11,-28377.78,-8.44,20260302,40.17,32.87,20260227,1.0,0,464133191.0,93409,93409,U,20260227,1872017130.0,312797849.0,327947295.0,17112505.0,468579.0,18300.0,1889129635.0,20260227,8.17,3361531963.0,567307282.29,16.88,25.13,日涨幅偏离值达到7%的前5只证券,14:51:09.084,35.87,36.52,-1.779846659364747,37.48,35.65,0.12021857923497217,0.0025,2.787844995819659,0.8729868413076879,35.87,35.88,48102.64,55101.22,1342.0,1535.0,2439464.0,8946438144.0,36.673786307156,-2.2408316341120784,1308194.0,1131271.0,0.5362628839777919,2026-03-02 14:13,0.5583472920156416,0.2783964365256164,0.1390047261607013,0.7744302547096592,-0.2777777777777778,40,moneyflow_dc,93.64,True,False,False,True,False,WATCH
000593.SZ,德龙汇能,燃气Ⅱ,15.74,9.99,1,0,187970228.0,132603,132603,实控人变更、天然气,3天2板,实控人变更,9.8684,1.38,564252.508,11006.59,11426.62,-420.03,64.3409090909091,20260302,20260227,2026-03-02 14:51:58,20260227,9.8684,1.38,564485.2082,564252.508,22956.3559,35848.3169,20260227,11006.59,20.88,11426.62,21.68,-420.03,-0.8,20260302,17.31,14.17,20260227,1.0,0,187970228.0,132603,132603,U,20260227,331504447.0,42703538.0,45980324.0,0.0,0.0,0.0,331504447.0,,,,,,,,14:51:21.294,15.52,15.74,-1.397712833545112,15.9,15.21,0.4492753623188391,-0.0005,6.443298969072028,2.1252022877274404,15.51,15.52,49416.84,23252.77,3190.0,1496.0,384323.0,598003648.0,15.559923501846104,-0.25723905828675364,164299.0,220025.0,0.42750238731483675,2026-03-02 14:13,0.515796260477112,0.12845215157353612,0.12845215157353612,0.37046730465706357,0.030303030303030304,40,moneyflow_dc,86.97,True,True,False,True,False,WATCH
603257.SH,中国瑞林,工程咨询,66.43,10.0,1,0,122464170.0,141010,141010,稀土永磁、基础建设,首板,稀土永磁,25.0858,4.61,165410.7,4874.77,6278.3,-1403.53,59.70454545454545,20260302,20260227,2026-03-02 14:51:58,20260227,25.0858,4.61,797160.0,165410.7,2490.0,2490.0,20260227,4874.77,12.12,6278.3,15.61,-1403.53,-3.49,20260302,73.07,59.79,20260227,1.0,0,122464170.0,141010,141010,U,20260227,127463665.0,31929604.0,40309708.0,259077.0,3900.0,0.0,127722742.0,20260227,25.09,402322855.0,45047848.97,11.2,29.78,有价格涨跌幅限制的日换手率达到20%的前五只证券,14:50:44.964,73.07,66.43,9.995483968086686,73.07,67.61,1.0,0.0,,1000000.0,73.07,0.0,257856.53999999998,0.0,3529.0,0.0,107816.0,759559744.0,70.44963122356607,3.586107535834024,55856.0,51961.0,0.518067819247607,2026-03-02 14:13,0.0,0.0,0.0,6.063694267515923,0.0,40,moneyflow_dc,86.25,False,True,True,True,False,WATCH
002182.SZ,宝武镁业,小金属,21.79,9.99,1,0,112861305.0,94224,94224,有色金属、金属镁,首板,有色金属,3.6287,1.05,1885951.6525,15428.44,13569.95,1858.49,50.79545454545454,20260302,20260227,2026-03-02 14:51:58,20260227,3.6287,1.05,2161113.794,1885951.6525,60242.4066,86551.2461,20260227,15428.44,23.02,13569.95,20.24,1858.49,2.77,20260302,23.97,19.61,20260227,1.0,0,112861305.0,94224,94224,U,20260227,833153507.0,49255851.0,97815106.0,6317356.0,289920.0,8000.0,839470863.0,,,,,,,,14:51:16.908,22.83,21.79,4.772831574116563,23.14,21.3,0.8315217391304335,-0.0116,4.380201489267635,15.404600739404549,22.82,22.83,34500.76,2239.64,1513.0,98.0,997771.0,2219568128.0,22.245265977864662,2.561252834583164,526284.0,471487.0,0.5274597076884375,2026-03-02 14:13,-1.0979358805445762,0.2225189141077023,-0.044385264092328285,0.38148926639330144,-0.1282051282051282,40,moneyflow_dc,81.1,True,True,True,False,False,WATCH
000628.SZ,高新发展,房屋建设,57.31,10.0,1,0,137386684.0,110009,110009,芯片、地产链,首板,芯片,11.9477,1.18,1101719.3306,20776.45,21185.25,-408.8,62.59090909090909,20260302,20260227,2026-03-02 14:51:58,20260227,11.9477,1.18,2018916.68,1101719.3306,16531.6285,19223.8585,20260227,20776.45,16.33,21185.25,16.66,-408.8,-0.32,20260302,63.04,51.58,20260227,1.0,0,137386684.0,110009,110009,U,20260227,867208096.0,112670099.0,103191734.0,1885499.0,32900.0,3200.0,869093595.0,,,,,,,,14:50:56.400,57.01,57.31,-0.523468853603218,59.0,56.16,0.2992957746478875,0.0011,1.7540782318887933,1.8057650553327826,57.0,57.01,28834.33,15967.93,506.0,280.0,206275.0,1184078080.0,57.402888377166406,-0.6891569499498467,101592.0,104683.0,0.49250757483941343,2026-03-02 14:13,0.1404001404001499,-0.08755034144632667,-0.15748031496062345,0.41117821330902465,-0.1891891891891892,40,moneyflow_dc,81.01,True,True,False,True,False,WATCH
002167.SZ,东方锆业,小金属,15.58,10.03,1,0,150887501.0,101639,101639,有色金属、固态电池,首板,有色金属,11.2286,2.27,1180032.2584,40298.25,43614.86,-3316.62,70.47727272727273,20260302,20260227,2026-03-02 14:51:58,20260227,11.2286,2.27,1206941.0014,1180032.2584,56379.114,75740.1963,20260227,40298.25,31.15,43614.86,33.71,-3316.62,-2.56,20260302,17.14,14.02,20260227,1.0,0,150887501.0,101639,101639,U,20260227,600783810.0,118013011.0,101758037.0,46740.0,3000.0,800.0,600830550.0,,,,,,,,14:51:21.312,15.49,15.58,-0.5776636713735549,16.2,15.1,0.35454545454545516,-0.0044,6.455777921239371,0.3513564558175841,15.49,15.5,45039.200000000004,128186.63,2912.0,8269.0,1404570.0,2182624512.0,15.539449881458383,-0.3192374529269387,676657.0,727914.0,0.4817538463729113,2026-03-02 14:13,-0.06447453255963756,-0.2574002574002519,-0.4495825305073878,0.3723970432946146,0.0,40,moneyflow_dc,79.25,True,False,False,False,False,WATCH
001216.SZ,华瓷股份,家居用品,20.66,10.01,1,0,122671559.0,145239,145239,有色金属、地产链,首板,有色金属,10.5758,5.7,507312.9091,9163.11,7406.1,1757.01,63.1590909090909,20260302,20260227,2026-03-02 14:51:58,20260227,10.5758,5.7,520356.6022,507312.9091,7555.3199,24555.3199,20260227,9163.11,17.78,7406.1,14.37,1757.01,3.41,20260302,22.73,18.59,20260227,1.0,0,122671559.0,145239,145239,U,,,,,,,,,,,,,,,,14:51:18.498,20.18,20.66,-2.3233301064859653,21.3,19.58,0.3488372093023259,0.0025,9.910802775024566,3.4795759384065565,20.16,20.18,25236.39,7252.719999999999,1253.0,359.0,208410.0,422680448.0,20.281198023127487,-0.5014768242194628,107852.0,100559.0,0.5174991603090063,2026-03-02 14:13,0.34722222222222365,0.6467661691542239,0.797209765819632,0.40441345490766994,-0.3333333333333333,40,moneyflow_dc,78.12,True,True,False,True,False,WATCH
603093.SH,南华期货,多元金融,19.66,10.02,1,0,97442430.0,103522,103522,香港牌照、金融概念,首板,金融概念,3.1805,5.22,1199389.5456,13950.57,10024.22,3926.35,51.204545454545446,20260302,20260227,2026-03-02 14:51:58,20260227,3.1805,5.22,1411047.1396,1199389.5456,14046.4993,61006.5893,20260227,13950.57,37.64,10024.22,27.05,3926.35,10.59,20260302,21.63,17.69,20260227,1.0,0,97442430.0,103522,103522,U,,,,,,,,,20260227,3.18,370640643.0,82853634.0,22.35,41.63,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,14:51:19.200,21.01,19.66,6.866734486266539,21.5,20.03,0.6666666666666675,-0.0018,4.759638267492414,1.424531572765199,21.0,21.01,35170.26,24689.000000000004,1675.0,1174.0,408922.0,848018432.0,20.737901898161507,1.2950885380223451,220192.0,188730.0,0.5384694391595464,2026-03-02 14:13,0.1902949571836306,0.23798191337456998,-0.1895734597156526,0.606891670721458,-0.5,40,moneyflow_dc,76.11,True,True,True,True,False,WATCH
300830.SZ,金现代,软件开发,14.88,20.0,1,0,131927136.0,93651,93651,AI应用、人工智能,首板,AI应用,20.2046,1.25,501582.1407,30642.94,37913.26,-7270.31,69.61363636363636,20260302,20260227,2026-03-02 14:51:58,20260227,20.2046,1.25,672041.4315,501582.1407,27847.6647,33708.4772,20260227,30642.94,31.65,37913.26,39.16,-7270.31,-7.51,20260302,17.86,11.9,20260227,1.0,0,131927136.0,93651,93651,U,,,,,,,,,20260227,20.2,968049064.0,244189520.73,25.22,45.41,日涨幅达到15%的前5只证券,14:51:22.164,14.07,14.88,-5.443548387096777,14.96,13.96,0.10999999999999943,-0.002,7.107320540156209,2.3519548403107615,14.07,14.08,27294.53,11605.039999999999,1943.0,823.0,841041.0,1208265856.0,14.366313366411388,-2.105994075418536,438187.0,402854.0,0.521005515783416,2026-03-02 14:13,0.3543586109142503,0.3543586109142503,0.5681818181818187,0.4647818236847323,-0.25,40,moneyflow_dc,74.28,True,True,False,True,False,WATCH
603232.SH,格尔软件,软件开发,26.05,10.01,1,0,172255625.0,92500,92500,量子科技、算力,首板,数字经济,4.4114,0.49,602536.487,13976.79,17688.66,-3711.86,56.52272727272726,20260302,20260227,2026-03-02 14:51:58,20260227,4.4114,0.49,609784.118,602536.487,16477.1586,23129.9995,20260227,13976.79,52.58,17688.66,66.55,-3711.86,-13.96,20260302,28.66,23.45,20260227,1.0,0,172255625.0,92500,92500,U,,,,,,,,,,,,,,,,14:51:16.188,25.03,26.05,-3.915547024952014,26.32,25.0,0.022727272727273585,0.0008,3.9952057530969087,8.579596720786284,25.02,25.03,71771.93,8365.42,2871.0,334.0,330146.0,842160704.0,25.508735650288056,-1.9126474242431277,164789.0,165357.0,0.4991397745239985,2026-03-02 14:13,0.35971223021582677,0.11961722488038733,0.03984063745019127,0.3585427715010376,0.0,40,moneyflow_dc,59.2,True,True,False,True,False,WATCH
002015.SZ,协鑫能科,电力,14.16,10.02,1,0,109150335.0,111427,111427,光伏、储能,首板,光伏,7.6824,1.44,2298627.6534,30493.31,30084.67,408.65,57.93181818181817,20260302,20260227,2026-03-02 14:51:58,20260227,7.6824,1.44,2298627.6534,2298627.6534,84370.7172,162332.4614,20260227,30493.31,17.92,30084.67,17.68,408.65,0.24,20260302,15.58,12.74,20260227,1.0,0,109150335.0,111427,111427,U,20260227,1015624175.0,129769626.0,150620548.0,3494688.0,246800.0,35600.0,1019118863.0,,,,,,,,14:51:22.368,13.73,14.16,-3.0367231638418057,14.5,13.69,0.049382716049383824,0.0029,7.28332119446452,3.5259045714866426,13.72,13.73,108595.70999999999,30799.390000000003,7930.0,2241.0,1552903.0,2176115456.0,14.013209170179978,-2.062703351638586,743822.0,809081.0,0.47898806300200336,2026-03-02 14:13,0.0,-0.5801305293690957,-0.3633720930232481,1.1668765792335192,0.0,40,moneyflow_dc,59.05,True,True,False,True,False,WATCH
002216.SZ,三全食品,食品加工,12.76,10.0,1,0,133650932.0,93603,93603,食品饮料、物流,首板,食品饮料,3.9683,2.74,804396.7864,8928.12,10273.85,-1345.73,56.15909090909091,20260302,20260227,2026-03-02 14:51:58,20260227,3.9683,2.74,1121838.8452,804396.7864,30915.9643,63040.5005,20260227,8928.12,28.5,10273.85,32.8,-1345.73,-4.3,20260302,14.04,11.48,20260227,1.0,0,133650932.0,93603,93603,U,20260227,202768030.0,42160581.0,27518276.0,139084.0,10900.0,7400.0,202907114.0,,,,,,,,14:51:23.058,12.58,12.76,-1.4106583072100292,13.27,12.52,0.08000000000000067,-0.0046,7.94912559618425,0.6548401881819617,12.58,12.59,9672.52,14770.81,770.0,1172.0,475514.0,606991616.0,12.764957835100544,-1.4702530612125921,234160.0,241355.0,0.4924355539479384,2026-03-02 14:13,0.7148530579825247,0.5551149881046811,0.15797788309636315,0.9628661934379985,-0.35714285714285715,40,moneyflow_dc,58.95,True,False,False,True,False,WATCH
000993.SZ,闽东电力,电力,14.43,9.98,1,0,97510248.0,130957,130957,绿色电力、电力,首板,电力,8.3738,1.74,634555.7464,12841.68,16985.99,-4144.31,58.29545454545454,20260302,20260227,2026-03-02 14:51:58,20260227,8.3738,1.74,660823.9496,634555.7464,21747.6007,43974.7572,20260227,12841.68,25.37,16985.99,33.55,-4144.31,-8.19,20260302,15.87,12.99,20260227,1.0,0,97510248.0,130957,130957,U,20260227,244650760.0,29425854.0,34327473.0,46176.0,3200.0,900.0,244696936.0,,,,,,,,14:51:22.224,13.97,14.43,-3.1878031878031816,14.63,13.89,0.10810810810810817,0.0014000000000000002,7.158196134573934,1.7201507948619272,13.97,13.98,41481.229999999996,24114.88,2973.0,1723.0,566181.0,802227136.0,14.169093205176436,-1.4251482117139251,296325.0,269857.0,0.5233750337789506,2026-03-02 14:13,-0.5010737294201881,-0.14367816091953717,-0.6433166547533943,1.8474310946052448,0.0625,40,moneyflow_dc,58.14,True,True,False,False,False,WATCH
300317.SZ,珈伟新能,电力,5.36,19.91,1,0,89963515.0,130309,130309,光伏EPC、绿色电力,首板,光伏,26.9794,5.87,444297.5851,25106.83,18060.29,7046.54,61.61363636363636,20260302,20260227,2026-03-02 14:51:58,20260227,26.9794,5.87,444980.9851,444297.5851,62797.6806,82891.3405,20260227,25106.83,22.09,18060.29,15.89,7046.54,6.2,20260302,6.43,4.29,20260227,1.0,0,89963515.0,130309,130309,U,,,,,,,,,20260227,26.98,1136472021.0,68393941.01,6.02,28.93,日涨幅达到15%的前5只证券,14:51:27.582,5.04,5.36,-5.970149253731348,5.41,5.02,0.05128205128205239,0.002,19.84126984126942,3.348977812372023,5.04,5.05,197573.08,58995.04,39411.0,11648.0,1992834.0,1020941696.0,5.123064419816202,-1.648103567781778,845652.0,1147183.0,0.4243464332704079,2026-03-02 14:13,0.39682539682538837,0.0,0.0,0.3371531318769792,-0.15789473684210525,40,moneyflow_dc,55.25,True,True,False,True,False,WATCH
000899.SZ,赣能股份,电力,14.61,10.02,3,0,140661588.0,93015,93015,绿色电力、电力,3连板,电力,3.6748,1.18,1425465.2074,1272.8,4788.5,-3515.71,55.29545454545455,20260302,20260227,2026-03-02 14:51:58,20260227,3.6748,1.18,1425465.2074,1425465.2074,28298.5929,97567.776,20260227,1272.8,2.46,4788.5,9.25,-3515.71,-6.79,20260302,16.07,13.15,20260227,3.0,0,140661588.0,93015,93015,U,20260227,215828017.0,40663997.0,51052389.0,642840.0,44000.0,2300.0,216470857.0,,,,,,,,14:51:21.870,14.56,14.61,-0.3422313483915054,16.07,14.5,0.03821656050955445,-0.0026,6.868131868131721,0.10652740388367428,14.56,14.57,8695.0,81622.19,598.0,5591.0,1563144.0,2379907328.0,15.225131708914853,-4.568212286503109,819450.0,743694.0,0.5242319325666733,2026-03-02 14:13,0.34317089910774834,-0.40871934604904975,-1.8791946308724907,0.953405017921147,-0.13513513513513514,40,moneyflow_dc,50.73,True,False,False,True,False,WATCH
002350.SZ,北京科锐,电网设备,12.32,10.0,2,0,184573275.0,93009,93009,电气设备、智能电网,2连板,智能电网,3.3294,0.82,653639.4123,3356.99,5528.96,-2171.97,51.13636363636363,20260302,20260227,2026-03-02 14:51:58,20260227,3.3294,0.82,668152.2244,653639.4123,32607.1247,53055.1471,20260227,3356.99,15.6,5528.96,25.69,-2171.97,-10.09,20260302,13.55,11.09,20260227,2.0,0,184573275.0,93009,93009,U,20260227,359771094.0,99739031.0,19729154.0,147840.0,12000.0,3300.0,359918934.0,20260227,3.33,541817041.0,102772331.31,18.97,50.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,14:51:23.490,11.86,12.32,-3.7337662337662407,12.81,11.82,0.04040404040403953,0.0,8.431703204047038,1.8464101988974657,11.86,11.87,40500.86,21934.920000000002,3422.0,1846.0,876136.0,1062418240.0,12.126179497247003,-2.244346519789239,449738.0,426398.0,0.5133198498863191,2026-03-02 14:13,-0.08417508417509732,0.08431703204047038,-0.252100840336144,0.23530217045001992,-0.23076923076923078,40,moneyflow_dc,32.67,True,True,False,False,False,WATCH
