ts_code,strategy,cost_range_start,cost_range_end,cost_range_change,cost_range_change_rate,cost_range_slope,cost_range_trend,cost_range_percent,winner_rate_start,winner_rate_end,winner_rate_change,winner_rate_change_rate,winner_rate_slope,winner_rate_trend,weight_avg_start,weight_avg_end,weight_avg_change,weight_avg_change_rate,weight_avg_slope,weight_avg_trend,weight_avg_diff_percent,start_date,end_date,latest_price,stock_name
301520.SZ,平衡型,8.5,2.200000000000003,-6.299999999999997,-74.1176470588235,-0.40894736842105256,下降,4.78260869565218,41.16,70.31,29.150000000000006,70.82118561710399,0.27229824561403515,上升,44.69,44.71,0.020000000000003126,0.0447527411053997,0.0029122807017545296,上升,2.885260568105567,20260115,20260210,46.0,万邦医药
300418.SZ,平衡型,27.6,7.800000000000004,-19.799999999999997,-71.7391304347826,-1.1663157894736844,下降,12.745098039215694,34.35,81.73,47.38,137.9330422125182,3.0811754385964907,上升,60.55,57.42,-3.1299999999999955,-5.16928158546655,-0.16035087719298238,下降,6.5830721003134824,20260115,20260210,61.2,昆仑万维
603278.SH,平衡型,4.199999999999999,1.200000000000001,-2.9999999999999982,-71.4285714285714,-0.21210526315789463,下降,9.022556390977451,1.02,66.36,65.34,6405.882352941177,2.5216491228070175,上升,14.32,12.69,-1.6300000000000008,-11.382681564245816,-0.06389473684210527,下降,4.806934594168647,20260115,20260210,13.3,大业股份
600537.SH,平衡型,1.2000000000000002,0.3999999999999999,-0.8000000000000003,-66.66666666666667,-0.046315789473684206,下降,11.111111111111107,38.11,64.05,25.939999999999998,68.06612437680398,2.148561403508772,上升,3.37,3.45,0.08000000000000007,2.373887240356085,0.021350877192982454,上升,4.347826086956519,20260115,20260210,3.6,亿晶光电
300315.SZ,平衡型,1.8000000000000007,0.6000000000000005,-1.2000000000000002,-66.66666666666666,-0.07017543859649125,下降,9.375000000000009,32.47,96.02,63.55,195.71912534647367,2.773701754385965,上升,6.69,6.09,-0.6000000000000005,-8.96860986547086,-0.03131578947368422,下降,5.090311986863719,20260115,20260210,6.4,掌趣科技
300987.SZ,平衡型,7.599999999999998,2.6999999999999993,-4.899999999999999,-64.47368421052632,-0.20157894736842102,下降,11.587982832618023,44.8,86.25,41.45,92.52232142857144,2.8958596491228064,上升,24.14,21.86,-2.280000000000001,-9.444904722452366,-0.11749122807017542,下降,6.587374199451059,20260115,20260210,23.3,川网传媒
002712.SZ,平衡型,2.1999999999999993,0.7999999999999998,-1.3999999999999995,-63.63636363636363,-0.0715789473684211,下降,11.428571428571425,24.19,95.99,71.8,296.8168664737495,2.5220175438596484,上升,6.81,6.6,-0.20999999999999996,-3.083700440528634,-0.010561403508771931,下降,6.060606060606066,20260115,20260210,7.0,思美传媒
002757.SZ,平衡型,3.799999999999997,1.3999999999999986,-2.3999999999999986,-63.15789473684211,-0.28842105263157886,下降,6.1674008810572625,0.8,59.58,58.78,7347.499999999999,2.156754385964912,上升,25.96,22.12,-3.84,-14.791987673343604,-0.03321052631578948,下降,2.622061482820969,20260115,20260210,22.7,南兴股份
301001.SZ,平衡型,7.0,2.6000000000000014,-4.399999999999999,-62.85714285714283,-0.2889473684210527,下降,7.046070460704611,9.72,70.11,60.39,621.2962962962963,2.4457017543859654,上升,37.75,35.59,-2.1599999999999966,-5.721854304635753,-0.004736842105263087,下降,3.680809216071916,20260115,20260210,36.9,凯淳股份
301558.SZ,平衡型,1.6000000000000014,0.5999999999999996,-1.0000000000000018,-62.50000000000006,-0.06789473684210531,下降,6.2499999999999964,23.71,90.46,66.75,281.5267819485449,3.5818771929824558,上升,9.27,9.3,0.030000000000001137,0.323624595469268,0.003894736842105286,上升,3.2258064516128915,20260115,20260210,9.6,三态股份
002629.SZ,平衡型,2.4000000000000004,0.8999999999999995,-1.5000000000000009,-62.50000000000002,-0.10105263157894737,下降,13.23529411764705,6.33,56.93,50.6,799.3680884676145,1.918122807017544,上升,7.01,6.28,-0.7299999999999995,-10.413694721825957,-0.03257894736842105,下降,8.280254777070056,20260115,20260210,6.8,仁智股份
920640.BJ,平衡型,19.199999999999996,7.199999999999996,-12.0,-62.500000000000014,-0.767719298245614,下降,14.173228346456684,19.51,76.53,57.019999999999996,292.2603792926704,2.395561403508772,上升,48.64,46.16,-2.480000000000004,-5.098684210526324,-0.13133333333333355,下降,10.05199306759099,20260115,20260210,50.8,富士达
002878.SZ,平衡型,3.6999999999999993,1.3999999999999986,-2.3000000000000007,-62.16216216216219,-0.1385964912280702,下降,6.66666666666666,29.39,93.71,64.32,218.84994896223202,2.687052631578948,上升,20.57,20.28,-0.28999999999999915,-1.4098201263976624,-0.01024561403508777,下降,3.5502958579881603,20260115,20260210,21.0,元隆雅图
300831.SZ,平衡型,2.9000000000000004,1.0999999999999996,-1.8000000000000007,-62.068965517241395,-0.11754385964912276,下降,7.857142857142854,64.09,92.81,28.72,44.811983148697145,0.39436842105263153,上升,11.96,13.51,1.549999999999999,12.959866220735778,0.0477894736842105,上升,3.626943005181349,20260115,20260210,14.0,派瑞股份
300479.SZ,平衡型,5.199999999999999,2.1000000000000014,-3.099999999999998,-59.615384615384585,-0.16859649122807008,下降,9.502262443438921,75.12,92.35,17.22999999999999,22.936634717784862,2.4115087719298245,上升,21.47,21.25,-0.21999999999999886,-1.0246856078248667,-0.03466666666666669,下降,4.000000000000007,20260115,20260210,22.1,神思电子
002222.SZ,平衡型,16.000000000000007,6.799999999999997,-9.20000000000001,-57.50000000000004,-0.5529824561403509,下降,9.340659340659336,35.32,55.01,19.689999999999998,55.74745186862966,0.7523333333333331,上升,69.15,68.72,-0.4300000000000068,-0.6218365871294386,-0.044017543859649275,下降,5.937136204889404,20260115,20260210,72.8,福晶科技
600303.SH,平衡型,0.6999999999999997,0.2999999999999998,-0.3999999999999999,-57.14285714285715,-0.020526315789473663,下降,8.571428571428566,32.79,89.54,56.75000000000001,173.07105824946635,2.6555964912280694,上升,3.42,3.38,-0.040000000000000036,-1.1695906432748548,-0.0030175438596491268,下降,3.550295857988169,20260115,20260210,3.5,曙光股份
000676.SZ,平衡型,2.299999999999999,1.0,-1.299999999999999,-56.52173913043477,-0.07473684210526306,下降,9.803921568627452,69.46,87.9,18.440000000000012,26.547653325655073,2.0217719298245616,上升,9.78,9.56,-0.21999999999999886,-2.2494887525562257,-0.015140350877192954,下降,6.694560669456054,20260115,20260210,10.2,智度股份
300494.SZ,平衡型,3.200000000000001,1.3999999999999986,-1.8000000000000025,-56.25000000000006,-0.14701754385964916,下降,9.523809523809515,46.46,94.03,47.57,102.38915195867413,2.3278596491228067,上升,13.83,13.98,0.15000000000000036,1.0845986984815643,0.0024385964912280833,上升,5.150214592274669,20260115,20260210,14.7,盛天网络
001299.SZ,平衡型,2.5,1.0999999999999996,-1.4000000000000004,-56.000000000000014,-0.09456140350877193,下降,8.029197080291969,25.0,61.09,36.09,144.36,1.6863508771929825,上升,13.09,13.16,0.07000000000000028,0.5347593582887722,0.005631578947368428,上升,4.103343465045587,20260115,20260210,13.7,美能能源
001225.SZ,平衡型,16.5,7.5,-9.0,-54.54545454545454,-0.4912280701754386,下降,9.25925925925926,14.04,84.57,70.53,502.3504273504274,1.0024561403508772,上升,77.92,77.09,-0.8299999999999983,-1.065195071868581,-0.011403508771929973,下降,5.071993773511475,20260115,20260210,81.0,和泰机电
301221.SZ,平衡型,11.100000000000001,5.100000000000001,-6.0,-54.05405405405405,-0.3726315789473682,下降,8.173076923076925,31.59,60.51,28.919999999999998,91.54795821462488,0.7253684210526317,上升,60.46,59.47,-0.990000000000002,-1.6374462454515415,-0.06296491228070175,下降,4.9268538759038165,20260115,20260210,62.4,光庭信息
002364.SZ,平衡型,8.599999999999998,4.0,-4.599999999999998,-53.48837209302324,-0.27824561403508763,下降,11.976047904191617,25.18,68.07,42.88999999999999,170.33359809372516,1.6388070175438594,上升,32.56,31.35,-1.2100000000000009,-3.7162162162162184,-0.0514561403508772,下降,6.539074960127582,20260115,20260210,33.4,中恒电气
920299.BJ,平衡型,4.5,2.1000000000000014,-2.3999999999999986,-53.3333333333333,-0.18631578947368416,下降,7.9847908745247205,22.12,89.49,67.36999999999999,304.56600361663646,1.2158771929824563,上升,24.67,25.17,0.5,2.026753141467369,-0.09073684210526316,下降,4.4894715931664635,20260115,20260210,26.3,灿能电力
600477.SH,平衡型,1.8999999999999995,0.8999999999999999,-0.9999999999999996,-52.63157894736841,-0.06280701754385963,下降,20.930232558139533,37.57,73.56,35.99,95.79451690178334,1.897473684210526,上升,3.91,3.91,0.0,0.0,-0.0005614035087719248,下降,9.974424552429658,20260115,20260210,4.3,杭萧钢构
301333.SZ,平衡型,31.199999999999996,14.799999999999997,-16.4,-52.56410256410257,-0.9171929824561402,下降,17.70334928229665,33.0,90.83,57.83,175.24242424242425,4.2770526315789485,上升,76.45,74.7,-1.75,-2.289077828646174,-0.09584210526315763,下降,11.914323962516722,20260115,20260210,83.6,诺思格
300246.SZ,平衡型,4.0,1.9000000000000004,-2.0999999999999996,-52.49999999999999,-0.032807017543859646,下降,13.286713286713288,53.97,76.84,22.870000000000005,42.375393737261454,0.7017368421052634,上升,13.31,13.42,0.10999999999999943,0.8264462809917312,-0.019912280701754416,下降,6.557377049180333,20260115,20260210,14.3,宝莱特
301315.SZ,平衡型,10.400000000000006,5.0,-5.400000000000006,-51.92307692307695,-0.4224561403508772,下降,7.836990595611286,6.15,98.62,92.47,1503.5772357723577,4.439877192982456,上升,69.14,61.41,-7.730000000000004,-11.180214058432172,-0.3585964912280703,下降,3.8918742875753143,20260115,20260210,63.8,威士顿
003041.SZ,平衡型,26.0,12.5,-13.5,-51.92307692307693,-0.7105263157894737,下降,18.115942028985508,23.01,76.19,53.17999999999999,231.11690569317682,2.150631578947368,上升,64.85,62.0,-2.8499999999999943,-4.394757131842705,-0.1249122807017544,下降,11.29032258064516,20260115,20260210,69.0,真爱美家
002205.SZ,平衡型,2.6999999999999993,1.3000000000000007,-1.3999999999999986,-51.85185185185182,-0.08719298245614034,下降,8.724832214765105,24.13,89.19,65.06,269.62287608785743,1.50819298245614,上升,14.09,14.23,0.14000000000000057,0.993612491128464,0.006438596491228079,上升,4.708362614195361,20260115,20260210,14.9,国统股份
300541.SZ,平衡型,2.4000000000000004,1.1999999999999993,-1.200000000000001,-50.000000000000036,-0.08122807017543861,下降,7.272727272727268,67.9,94.96,27.059999999999988,39.852724594992615,1.7072456140350873,上升,15.46,15.94,0.47999999999999865,3.104786545924959,0.027807017543859603,上升,3.51317440401506,20260115,20260210,16.5,先进数通
002316.SZ,平衡型,1.2000000000000002,0.5999999999999996,-0.6000000000000005,-50.000000000000036,-0.027719298245614057,下降,10.344827586206891,63.23,81.78,18.550000000000004,29.337339870314732,0.6550877192982457,上升,5.3,5.51,0.20999999999999996,3.9622641509433953,0.00828070175438597,上升,5.263157894736843,20260115,20260210,5.8,亚联发展
300310.SZ,平衡型,1.2000000000000002,0.5999999999999996,-0.6000000000000005,-50.000000000000036,-0.037543859649122845,下降,8.571428571428566,36.73,96.09,59.36000000000001,161.6117615028587,2.630122807017543,上升,6.73,6.78,0.04999999999999982,0.7429420505200567,0.00433333333333332,上升,3.244837758112091,20260115,20260210,7.0,宜通世纪
603709.SH,平衡型,5.600000000000001,2.8000000000000007,-2.8000000000000007,-50.0,-0.11017543859649122,下降,14.583333333333337,71.94,94.37,22.430000000000007,31.178760077842654,0.7665789473684211,上升,17.38,17.93,0.5500000000000007,3.164556962025321,0.031122807017543812,上升,7.083100948131621,20260115,20260210,19.2,中源家居
600292.SH,平衡型,4.199999999999999,2.0999999999999996,-2.0999999999999996,-50.0,-0.11456140350877189,下降,14.285714285714285,47.92,92.37,44.45,92.75876460767947,0.5859122807017545,上升,13.59,13.59,0.0,0.0,-0.0006140350877192851,下降,8.167770419426045,20260115,20260210,14.7,电投水电
920924.BJ,平衡型,6.399999999999999,3.1999999999999993,-3.1999999999999993,-50.0,-0.1971929824561403,下降,12.12121212121212,66.95,88.26,21.310000000000002,31.82972367438387,1.9191052631578944,上升,24.05,24.94,0.8900000000000006,3.700623700623703,0.03699999999999997,上升,5.8540497193263725,20260115,20260210,26.4,广脉科技
000572.SZ,平衡型,1.5999999999999996,0.7999999999999998,-0.7999999999999998,-50.0,-0.03964912280701751,下降,10.526315789473681,7.23,65.43,58.2,804.9792531120331,2.2015263157894736,上升,7.58,7.12,-0.45999999999999996,-6.068601583113456,-0.025719298245614024,下降,6.741573033707858,20260115,20260210,7.6,海马汽车
000514.SZ,平衡型,1.0,0.5,-0.5,-50.0,-0.027719298245614057,下降,9.090909090909092,41.2,75.34,34.14,82.86407766990291,0.23378947368421044,上升,5.28,5.24,-0.040000000000000036,-0.7575757575757582,-0.0025614035087719172,下降,4.961832061068698,20260115,20260210,5.5,渝开发
600340.SH,平衡型,0.7999999999999998,0.40000000000000013,-0.3999999999999997,-49.99999999999997,-0.0312280701754386,下降,22.22222222222223,43.12,75.24,32.12,74.48979591836734,1.0274561403508775,上升,1.86,1.63,-0.2300000000000002,-12.365591397849473,-0.002842105263157901,下降,10.429447852760747,20260115,20260210,1.8,华夏幸福
600556.SH,平衡型,1.799999999999999,0.9000000000000004,-0.8999999999999986,-49.99999999999995,-0.07614035087719298,下降,10.843373493975907,14.4,87.66,73.25999999999999,508.74999999999994,3.127561403508771,上升,8.65,7.91,-0.7400000000000002,-8.554913294797691,-0.030807017543859665,下降,4.930467762326177,20260115,20260210,8.3,天下秀
002324.SZ,平衡型,4.600000000000001,2.400000000000002,-2.1999999999999993,-47.826086956521706,-0.15122807017543843,下降,12.121212121212132,26.26,62.35,36.09,137.43335872048743,0.5384035087719297,上升,20.27,18.2,-2.0700000000000003,-10.212136161815492,-0.11050877192982456,下降,8.791208791208799,20260115,20260210,19.8,普利特
603230.SH,平衡型,2.1000000000000014,1.0999999999999996,-1.0000000000000018,-47.61904761904767,-0.061754385964912346,下降,8.208955223880594,65.81,86.65,20.840000000000003,31.666919920984654,2.799719298245614,上升,12.86,12.83,-0.02999999999999936,-0.23328149300155024,-0.0005964912280701409,下降,4.442712392829309,20260115,20260210,13.4,内蒙新华
300738.SZ,平衡型,5.599999999999998,3.0,-2.599999999999998,-46.42857142857141,-0.17543859649122803,下降,12.195121951219512,46.49,91.69,45.199999999999996,97.22520972252096,2.3044912280701757,上升,22.84,23.24,0.3999999999999986,1.7513134851138292,0.03705263157894732,上升,5.851979345955263,20260115,20260210,24.6,奥飞数据
002596.SZ,平衡型,1.3000000000000007,0.7000000000000002,-0.6000000000000005,-46.15384615384617,-0.026666666666666675,下降,14.000000000000004,5.77,63.57,57.8,1001.733102253033,1.0029473684210524,上升,5.03,4.56,-0.47000000000000064,-9.343936381709755,-0.019666666666666662,下降,9.649122807017553,20260115,20260210,5.0,海南瑞泽
603307.SH,平衡型,4.799999999999997,2.5999999999999943,-2.200000000000003,-45.83333333333342,-0.12000000000000023,下降,6.074766355140174,55.44,80.22,24.78,44.6969696969697,0.8694736842105261,上升,41.22,41.51,0.28999999999999915,0.7035419699175137,0.011491228070175545,上升,3.107684895205973,20260115,20260210,42.8,扬州金泉
003027.SZ,平衡型,3.5,1.8999999999999986,-1.6000000000000014,-45.71428571428576,-0.09385964912280703,下降,8.189655172413786,55.17,90.09,34.92,63.2952691680261,0.5163684210526314,上升,22.05,22.45,0.3999999999999986,1.8140589569160932,0.022526315789473714,上升,3.34075723830735,20260115,20260210,23.2,同兴科技
002748.SZ,平衡型,2.200000000000001,1.200000000000001,-1.0,-45.45454545454543,-0.0489473684210526,下降,8.955223880597023,13.96,60.79,46.83,335.458452722063,0.43700000000000006,上升,12.94,12.63,-0.3099999999999987,-2.395672333848522,-0.01698245614035088,下降,6.0965954077593,20260115,20260210,13.4,世龙实业
002729.SZ,平衡型,3.299999999999999,1.8000000000000007,-1.4999999999999982,-45.45454545454541,-0.10245614035087718,下降,9.230769230769234,33.34,62.36,29.019999999999996,87.04259148170364,1.115578947368421,上升,18.18,18.65,0.46999999999999886,2.5852585258525793,0.017210526315789464,上升,4.557640750670249,20260115,20260210,19.5,好利科技
002173.SZ,平衡型,3.799999999999997,2.099999999999998,-1.6999999999999993,-44.73684210526317,-0.21017543859649127,下降,7.070707070707064,1.41,65.54,64.13000000000001,4548.22695035461,3.013842105263158,上升,33.74,28.74,-5.0000000000000036,-14.819205690574993,-0.18133333333333335,下降,3.340292275574116,20260115,20260210,29.7,创新医疗
603373.SH,平衡型,11.199999999999996,6.200000000000003,-4.999999999999993,-44.642857142857096,-0.32210526315789445,下降,14.027149321266974,52.68,68.5,15.82,30.030372057706913,0.8445263157894736,上升,40.58,40.51,-0.07000000000000028,-0.1724987678659445,-0.008070175438596418,下降,9.108862009380413,20260115,20260210,44.2,安邦护卫
603311.SH,平衡型,3.5999999999999996,1.9999999999999982,-1.6000000000000014,-44.444444444444485,-0.10105263157894744,下降,12.195121951219502,62.83,97.25,34.42,54.782747095336624,0.44936842105263153,上升,14.71,15.57,0.8599999999999994,5.8463630183548565,0.05391228070175436,上升,5.330764290301851,20260115,20260210,16.4,金海高科
300113.SZ,平衡型,5.400000000000002,3.0,-2.400000000000002,-44.444444444444464,-0.11473684210526316,下降,10.869565217391305,43.02,83.59,40.57,94.30497443049744,2.4603684210526313,上升,22.82,26.08,3.259999999999998,14.285714285714276,0.22487719298245604,上升,5.828220858895718,20260115,20260210,27.6,顺网科技
000889.SZ,平衡型,0.9000000000000004,0.5,-0.40000000000000036,-44.444444444444464,-0.02315789473684213,下降,12.5,63.47,83.09,19.620000000000005,30.91224200409643,0.6380350877192985,上升,3.82,3.73,-0.08999999999999986,-2.356020942408373,-0.005631578947368407,下降,7.238605898123325,20260115,20260210,4.0,中嘉博创
600152.SH,平衡型,1.6000000000000005,0.9000000000000004,-0.7000000000000002,-43.74999999999999,-0.04280701754385971,下降,10.843373493975907,56.13,72.29,16.160000000000004,28.79030821307679,1.278947368421053,上升,7.72,7.84,0.1200000000000001,1.5544041450777215,0.0059999999999999975,上升,5.867346938775521,20260115,20260210,8.3,维科技术
002103.SZ,平衡型,1.4000000000000004,0.7999999999999989,-0.6000000000000014,-42.85714285714295,-0.027017543859649235,下降,7.843137254901951,43.82,89.12,45.300000000000004,103.37745321770882,1.6725087719298244,上升,9.99,9.8,-0.1899999999999995,-1.9019019019018968,-0.012122807017543872,下降,4.0816326530612095,20260115,20260210,10.2,广博股份
300688.SZ,平衡型,5.599999999999998,3.1999999999999957,-2.400000000000002,-42.85714285714291,-0.09192982456140346,下降,9.756097560975597,21.01,78.83,57.81999999999999,275.20228462636834,1.3489649122807017,上升,32.8,31.14,-1.6599999999999966,-5.060975609756087,-0.07999999999999993,下降,5.330764290301851,20260115,20260210,32.8,创业黑马
603138.SH,平衡型,4.200000000000001,2.3999999999999986,-1.8000000000000025,-42.857142857142904,-0.10052631578947362,下降,12.698412698412692,57.44,94.66,37.22,64.79805013927576,0.8765263157894737,上升,16.51,17.78,1.2699999999999996,7.692307692307689,0.07475438596491234,上升,6.299212598425181,20260115,20260210,18.9,海量数据
300511.SZ,平衡型,1.4000000000000004,0.7999999999999998,-0.6000000000000005,-42.85714285714288,-0.03333333333333336,下降,11.764705882352938,9.77,95.53,85.76,877.7891504605938,3.1846842105263153,上升,6.45,6.38,-0.07000000000000028,-1.0852713178294617,-0.012842105263157896,下降,6.583072100313479,20260115,20260210,6.8,雪榕生物
002571.SZ,平衡型,2.0999999999999996,1.200000000000001,-0.8999999999999986,-42.8571428571428,-0.02263157894736836,下降,9.302325581395356,35.28,81.61,46.33,131.32086167800452,2.2942631578947372,上升,12.56,12.22,-0.33999999999999986,-2.7070063694267503,-0.02107017543859646,下降,5.564648117839605,20260115,20260210,12.9,德力股份
301489.SZ,平衡型,42.900000000000006,24.700000000000017,-18.19999999999999,-42.424242424242394,-1.1335087719298242,下降,13.970588235294127,35.89,63.25,27.36,76.23293396489272,0.5050175438596487,上升,185.09,160.39,-24.700000000000017,-13.344859257658445,-1.5878070175438599,下降,10.231311179001201,20260115,20260210,176.8,思泉新材
300250.SZ,平衡型,3.6000000000000014,2.099999999999998,-1.5000000000000036,-41.66666666666675,-0.10421052631578952,下降,7.954545454545448,23.58,62.42,38.84,164.71586089906702,1.2042105263157896,上升,27.81,25.23,-2.5799999999999983,-9.27723840345199,-0.12447368421052629,下降,4.637336504161705,20260115,20260210,26.4,初灵信息
300288.SZ,平衡型,3.5999999999999996,2.0999999999999996,-1.5,-41.66666666666667,-0.087719298245614,下降,12.962962962962962,40.0,73.7,33.7,84.25,0.45385964912280696,上升,15.5,14.81,-0.6899999999999995,-4.451612903225803,-0.039280701754385944,下降,9.385550303848742,20260115,20260210,16.2,朗玛信息
301287.SZ,平衡型,3.9000000000000057,2.299999999999997,-1.6000000000000085,-41.025641025641185,-0.0733333333333337,下降,4.946236559139779,24.26,85.06,60.8,250.61830173124486,2.6862456140350868,上升,45.45,45.47,0.01999999999999602,0.04400440044003525,-0.009175438596491284,下降,2.26522982186057,20260115,20260210,46.5,康力源
600802.SH,平衡型,1.5,0.8999999999999995,-0.6000000000000005,-40.000000000000036,-0.03175438596491232,下降,12.676056338028163,12.75,62.94,50.19,393.6470588235294,0.828140350877193,上升,6.71,6.48,-0.22999999999999954,-3.4277198211624373,-0.012263157894736828,下降,9.567901234567888,20260115,20260210,7.1,福建水泥
300047.SZ,平衡型,3.5,2.0999999999999996,-1.4000000000000004,-40.00000000000001,-0.0419298245614036,下降,13.636363636363633,29.44,71.93,42.49000000000001,144.32744565217394,0.7004385964912282,上升,15.09,13.93,-1.1600000000000001,-7.687210072895959,-0.06394736842105263,下降,10.552763819095484,20260115,20260210,15.4,天源迪科
002069.SZ,平衡型,0.9999999999999996,0.6000000000000001,-0.39999999999999947,-39.999999999999964,-0.025964912280701705,下降,14.285714285714288,21.41,88.12,66.71000000000001,311.5833722559552,3.3359298245614037,上升,4.12,4.1,-0.020000000000000462,-0.4854368932038947,-0.0017368421052631473,下降,2.4390243902439157,20260115,20260210,4.2,獐子岛
002537.SZ,平衡型,1.0,0.6000000000000014,-0.3999999999999986,-39.99999999999986,-0.03263157894736837,下降,6.451612903225821,49.12,97.06,47.940000000000005,97.59771986970685,2.523614035087719,上升,8.91,8.97,0.0600000000000005,0.673400673400679,0.0011052631578947413,上升,3.678929765886288,20260115,20260210,9.3,海联金汇
688239.SH,平衡型,16.5,10.0,-6.5,-39.39393939393939,-0.37807017543859645,下降,13.698630136986301,16.29,92.32,76.03,466.72805402087175,1.532035087719298,上升,67.79,67.52,-0.27000000000001023,-0.39828883316124825,-0.014719298245613886,下降,8.116113744075836,20260115,20260210,73.0,航宇科技
300413.SZ,平衡型,7.800000000000001,4.800000000000001,-3.0,-38.46153846153846,-0.15157894736842117,下降,16.666666666666668,49.42,87.61,38.19,77.27640631323351,2.0705087719298247,上升,27.31,27.23,-0.0799999999999983,-0.29293299157817027,-0.022596491228070167,下降,5.765699596033787,20260115,20260210,28.8,芒果超媒
002691.SZ,平衡型,1.3000000000000007,0.8000000000000007,-0.5,-38.46153846153844,-0.03228070175438593,下降,8.510638297872347,30.26,96.63,66.36999999999999,219.33245208195635,1.990771929824561,上升,8.93,9.08,0.15000000000000036,1.679731243001124,0.006877192982456156,上升,3.524229074889871,20260115,20260210,9.4,冀凯股份
002181.SZ,平衡型,2.9000000000000004,1.8000000000000007,-1.0999999999999996,-37.931034482758605,-0.09807017543859647,下降,13.953488372093029,68.0,99.11,31.11,45.75,0.6625263157894736,上升,10.45,12.01,1.5600000000000005,14.928229665071777,0.08992982456140351,上升,7.410491257285601,20260115,20260210,12.9,粤传媒
300291.SZ,平衡型,3.200000000000001,2.0,-1.200000000000001,-37.50000000000002,-0.05333333333333338,下降,20.0,29.94,84.11,54.17,180.92852371409484,0.6668771929824557,上升,9.82,9.33,-0.4900000000000002,-4.989816700611001,-0.044912280701754397,下降,7.181136120042872,20260115,20260210,10.0,百纳千成
600498.SH,平衡型,9.600000000000001,6.0,-3.6000000000000014,-37.500000000000014,-0.3375438596491229,下降,13.513513513513514,30.91,88.29,57.38000000000001,185.63571659657072,3.525561403508772,上升,43.99,41.27,-2.719999999999999,-6.183223459877242,-0.07650877192982453,下降,7.584201599224606,20260115,20260210,44.4,烽火通信
301395.SZ,平衡型,3.1999999999999993,2.0,-1.1999999999999993,-37.499999999999986,-0.06929824561403511,下降,13.422818791946309,39.14,67.3,28.159999999999997,71.94685743484925,1.2028070175438594,上升,13.14,14.02,0.879999999999999,6.697108066971073,0.04238596491228068,上升,6.276747503566339,20260115,20260210,14.9,仁信新材
002856.SZ,平衡型,3.1999999999999993,2.0,-1.1999999999999993,-37.499999999999986,-0.08578947368421048,下降,12.269938650306749,53.67,77.08,23.409999999999997,43.61840879448481,0.40670175438596456,上升,14.2,15.48,1.2800000000000011,9.014084507042263,0.06942105263157895,上升,5.29715762273902,20260115,20260210,16.3,美芝股份
002084.SZ,平衡型,0.7999999999999998,0.5,-0.2999999999999998,-37.499999999999986,-0.02157894736842104,下降,11.627906976744185,14.42,92.79,78.37,543.4812760055479,2.999754385964912,上升,4.0,4.08,0.08000000000000007,2.0000000000000018,0.005543859649122801,上升,5.392156862745092,20260115,20260210,4.3,海鸥住工
